abide,"vi.坚持,遵守;vt.忍受,容忍"
thesis,"n.论题,论文"
thief,"n.小偷,贼"
thigh,"n.大腿,股"
thoughtful,"adj.深思的,有思想性的,体贴的,关切的"
throughout," prep.遍及,贯穿adv.到处,始终,全部"
thumb,"n.拇指vt.以拇指拨弄,笨拙处理,弄坏,翻阅,作搭车手势vi.用拇指翻书页"
thrash,"vt.打(谷),(用棍、鞭等)痛打,打败,使逆行,胜过,使颠簸,推敲vi.打谷,击,颠簸,逆行n.打谷,逆风浪行进"
thresh,"vt.脱粒,反复的打击,翻滚,反复做,推敲vi.打谷,打,颠簸"
threshold,"n.开始,开端,极限"
thrifty,adj.节约的
thrill,v.发抖
tickle,"n.搔,胳肢,发痒vt.胳肢,逗笑,使高兴,使发痒vi.觉得痒,使人痒"
tie,"n.带子,线,鞋带,不分胜负,关系,领带,领结,平局vt.系,打结,扎,约束,与...成平局vi.被用带(或绳子等)系住,结合,打结,不分胜负"
tile,"n.瓦片,瓷砖"
tilt,"v.(使)倾斜,(使)翘起,以言词或文字抨击"
timely,"adj.及时的,适时的"
timid,"adj.胆小的,羞怯的"
tiresome,"adj.无聊的,烦人的"
tissue,"n.薄的纱织品,薄纸,棉纸,[生]组织,连篇"
toast,"n.烤面包(片),吐司面包,干杯vt.敬酒,烤(面包等),使暖和vi.烤暖,烤火,烘"
tobacco,"n.烟草,烟草制品,抽烟"
toe,"n.趾,脚趾,足尖vt.以趾踏触,用脚尖走vi.动脚尖 [军] Tables of Organization and Equipment,编制及装备表"
token,"n.表示,向征,记号,代币adj.象征的,表意的"
tolerate,"vt.忍受,容忍"
tone,"n.音调,音质,语调,色调,状况,品质,语气,气氛vt.调和,增强,以特殊腔调说,配合,定音调vi.颜色调和"
tune,"n.曲调,调子,和谐,合调vt.调音,调整,拨收,收听,知道或察觉他人所说的话或表现的情绪"
tooth,n.牙齿
torpedo,"n.鱼雷,油井爆破筒v.用鱼雷进攻,破坏"
toss,"v.投,掷"
tough,"n.恶棍adj.强硬的,艰苦的,坚强的,坚韧的,强壮的,吃苦耐劳的,凶恶的,粗暴的adv.<口>强硬地,顽强地vt.<美口>忍受,耐,坚持"
tow,"n.拖,拖曳所用之绳,麻的粗纤维vt.拖,曳,牵引vi.拖行,被拖带"
tower,"n.塔,城堡"
trace,"n.痕迹,踪迹,微量,迹线,缰绳vt.描绘,映描,画轮廓,追踪,回溯,探索vi.上溯,沿路走"
tradition,"n.传统,惯例"
tragedy,"n.悲剧,惨案,悲惨,灾难"
trail,"n.踪迹,痕迹,形迹vt.跟踪,追踪,拉,拖,拖拉,(指植物)蔓生,蔓延,(指人)没精打采地走"
traitor,"n.叛逆者,叛国者"
tramp,"v.重步行走,踏,践,践踏"
tranquil,adj.安静的
transaction,"n.办理,处理,会报,学报,交易,事务,处理事务"
transition,"n.转变,转换,跃迁,过渡,变调"
translate,"vt.翻译,解释,转化,转变为,调动vi.翻译,能被译出"
transparent,"adj.透明的,显然的,明晰的"
transplant,"v.移植,移种,移民,迁移n.移植,被移植物,移居者"
transport,"n.传送器,运输,运输机,激动,流放犯,狂喜vt.传送,运输,流放,放逐"
trap,"n.圈套,陷阱,诡计,活板门,存水弯,汽水闸,(双轮)轻便马车vi.设圈套,设陷阱vt.诱捕,诱骗,计捉,设陷,坑害,使受限制"
tray,"n.盘,碟,盘子"
treason,"n.叛逆,通敌,背信,叛国罪"
treasure,"n.财宝,财富,珍品,财产vt.珍爱,珍惜,储藏,珍藏"
tremble,"n.战栗,颤抖vi.战栗,发抖,震动,(树叶等)摇晃.摇动,焦虑vt.挥动,用颤抖的声音说出"
tremendous,"adj.极大的,巨大的"
trench,"n.沟渠,堑壕,管沟,电缆沟,战壕v.掘沟,挖战壕"
trend,"n.倾向,趋势vi.伸向,倾向,通向"
triangular,"adj.三角形的,三人间的"
tribe,"n.部落,部族"
trigger,"vt.引发,引起,触发n.板机"
triumph,"n.胜利,成功v.获得胜利"
trivial,"adj.琐细的,价值不高的,微不足道的"
trolley,"n.电车,(电车)滚轮,手推车,手摇车,台车vt.用手推车运vi.乘电车"
troop,"n.群,组,多数,军队vi.群集,结队,成群而行vt.把(骑兵)编成骑兵连"
tropic,"n.[天](天球的)回归线,热带adj.热带的"
troublesome,"adj.麻烦的,讨厌的,棘手的"
trot,"v.(使)小跑,(使)快步走,骑马小跑,疾走n.小跑,骑马,疾走,忙碌"
trumpet,n.喇叭
trunk,"n.干线,树干,躯干,箱子,主干,象鼻vt.把...放入旅行箱内adj.树干的,躯干的,干线的,箱形的"
trust,"vt.信任,信赖,盼望,希望,赊卖,热望,切望n.(～ in) 信任,信赖"
tub,
tube,"n.管,管子,[英] 地铁,<美> 电子管,显象管"
tuberculosis,n.肺结核
tug,"v.用力拖,吃力地搬运,苦干,用拖轮拖,拖拉n.拖,苦干,拖船,(牵引用的)绳索"
tuition,n.学费
tulip,"n.[植]郁金香,郁金香花,郁金香球茎"
tumble,"n.跌倒,摔跤,翻斤斗vi.翻倒,摔倒,倒塌,滚动,翻筋斗,仓惶地行动vt.使摔倒,使滚翻,弄乱"
tuna,n.金枪鱼n.[动] 鲔鱼
turbine,n.涡轮
turbulent,"adj.狂暴的,吵闹的"
tutor,"n.家庭教师,(大学)指导教师,助教,监护人,辅导教师v.辅导"
twilight,"n.黎明,微光,略知adj.微明的,黄昏的,黎明的,模糊的"
twist,"n.一扭,扭曲,盘旋,曲折,歪曲,手法,螺旋状vt.拧,扭曲,绞,搓,捻,使苦恼,使转动,编织vi.扭弯,扭曲,缠绕,扭动,呈螺旋形"
tyranny,"n.暴政,苛政,专治"
ultimate,"adj.最后的,最终的,根本的n.最终"
ultrasonic,"adj.超音速的,超声的n.超声波"
unanimous,"adj.意见一致的,无异议的"
underline,"vt.在...下面划线,作...的衬里,加下划线,强调n.下划线"
undertake,"vt.承担,担任,许诺,保证v.采取"
underwear,n.内衣裤
uneasy,"adj.心神不安的,不自在的,不稳定的,不舒服的adv.心神不安地,不自在地,不稳定地"
unemployment,"n.失业,失业人数"
unfortunately,adv.不幸地
union,"n.联合,合并,结合,联盟,协会"
unique,"adj.唯一的,独特的"
unite,"v.联合,团结"
universe,"n.宇宙,世界,万物,领域"
unlikely,"adj.未必的,不太可能的,靠不住的"
unusual,"adj.不平常的,与众不同的,不寻常的"
urge,"vt.催促,力劝n.强烈欲望,迫切要求v.促进"
usage,"n.使用,用法"
utensil,n.器具
utilize,vt.利用
vaccine,"adj.疫苗的,牛痘的n.疫苗"
valid,"adj.[律]有效的,有根据的,正当的,正确的"
valley,"n.(山)谷,流域"
valuable,"adj.贵重的,有价值的,颇有价值的"
valve,"n.阀,[英] 电子管,真空管"
vanish,"vi.消失,突然不见,[数]成为零n.[语]弱化音"
vapor,"n.水汽,水蒸气,无实质之物vi.蒸发,自夸vt.使蒸发n.自夸者"
vary,"vt.改变,变更,使多样化vi.变化,不同,违反"
vault,n.拱顶
velvet,"n.天鹅绒,柔软,光滑adj.天鹅绒的,柔软的,光滑的"
deliver,"vt.递送,陈述,释放,发表(一篇演说等),交付,引渡,瞄准,给予(打击)"
average,"n.平均,平均水平,平均数,海损adj.一般的,通常的,平均的vt.平均为,均分,使平衡,达到平均水平vi.买进,卖出"
wave,"n.波,波浪,(挥手)示意,致意vi.(挥手)示意,致意,波动,飘动,摇动"
dive,"vi.潜水,跳水,下潜,俯冲n.潜水,跳水,下潜,俯冲"
pave,
avenue,"n.林荫道,大街,方法,途径,路"
revenue,"n.收入,国家的收入,税收"
veil,"n.面纱,面罩,帐,幕,掩饰物,遮蔽物,口实,假托vt.戴面纱,隐藏,遮蔽,掩饰vi.蒙上面纱"
cave,"n.洞穴,窑洞vi.凹陷,投降vt.挖洞,使凹陷"
shove,"n.<口>推,挤vt.<口>推挤,猛推,强使vi.推"
nerve,"n.神经,胆量,勇气,叶脉vt.鼓起勇气"
starve,vt.使饿死vi.饿得要死
contrive,"v.发明,设计,图谋"
veteran,"n.老兵,老手,富有经验的人,退伍军人adj.老兵的,经验丰富的"
hover,v.盘旋
velocity,"n.速度,速率,迅速,周转率"
vehicle,"n.交通工具,车辆,媒介物,传达手段"
carve,"v.雕刻,切开"
vessel,"n.船,容器,器皿,脉管,导管"
sleeve,n.袖子
verdict,"n.[律](陪审团的)裁决,判决,判断,定论,结论"
slave,n.奴隶v.辛勤努力
strive,"v.努力,奋斗,力争,斗争"
heave,v.举起n.举起
shave,"v.剃,刮,削刮vt.刨,削n.刮脸"
vertical,"adj.垂直的,直立的,顶点的,[解]头顶的n.垂直线,垂直面,竖向"
quiver,"n.震动,颤抖,箭袋,箭袋中的箭vi.颤抖,振动,射中vt.使颤动adj.敏捷的"
shiver,"v.颤抖,打碎,碎裂n.(无法控制的)颤抖,碎片"
fever,"n.发烧,发热,热病,狂热,高度兴奋v.(使)发烧,(使)患热病,(使)狂热"
passive,adj.被动的
verge,v.濒临n.边缘
grave,"n.墓穴,坟墓adj.严重的,(颜色)黯淡的,(声音)低沉的v.雕刻,铭记"
grieve,"v.(使)悲痛,(使)伤心,忧伤"
juvenile,"adj.青少年的,幼稚的n.青少年,少年读物"
versus," prep.对(指诉讼,比赛等中),与...相对"
retrieve,v.重新得到n.找回
solve,"vt.解决,解答"
sovereign,"n.君主,统治adj.至高无上的,君主的,独立自主的,完全的"
souvenir,n.纪念品
vector,"n.[数]向量,矢量,带菌者vt.无线电导引"
vengeance,"n.复仇,报仇"
ventilate,"vt.使通风,给...装通风设备"
venture,"n.冒险,投机,风险v.冒险,冒昧,斗胆,胆敢(谦语)"
verify,"vt.检验,校验,查证,核实 [计] 打开或关闭文件的读写校验"
vest,"n.汗衫,背心,内衣vt.使穿衣服,授予vi.穿衣服,归属"
veto,"n.否决,禁止,否决权vt.否决,禁止"
vote,"n.投票,选举,选票,选举权,表决,得票数vi.投票,选举vt.投票选举,投票决定,公认,<口>建议,使投票"
via," prep.经,通过,经由"
deviate,"vi.背离,偏离v.偏离"
vibrate,"v.(使)振动,(使)摇摆"
vice,"n.恶习,恶行,坏脾气,罪恶,堕落,老虎钳,缺点,缺陷vt.钳住 prep.代替"
vicinity,"n.邻近,附近,接近"
victim,"n.受害人,牺牲者,牺牲品"
vigor,"n.精力,活力"
villa,"n.别墅,<英>城郊小屋"
vine,"n.葡萄树,蔓生植物(如甜瓜),攀缘植物(如豌豆,蛇麻草),藤,蔓"
vinegar,n.醋
violate,"vt.违犯,亵渎(圣物),冒犯,干扰,违反,妨碍,侵犯,强暴"
violent,"adj.猛烈的,激烈的,暴力引起的,强暴的"
violet,n.紫罗兰adj.紫罗兰色的 Violet 维奥莱特(女子名)
violin,"n.小提琴,小提琴手"
virgin,"n.处女,(晚近用法)处男adj.处女的,童贞的,纯洁的,洁白无瑕疵的,未被玷污的,原始的,处于原耒状态的,未采伐过的森林 美国著名游戏软件公司"
virus,"n.[微]病毒,滤过性微生物,毒害,恶毒"
visa,n.签证vt.签准 维萨信用卡
viscous,"adj.粘性的,粘滞的,胶粘的"
vital,"adj.生死攸关的,重大的,生命的,生机的,至关重要的,所必需的"
vivid,"adj.生动的,鲜明的,鲜艳的,大胆的,清晰的,活泼的,逼真的"
vocabulary,"n.词汇,词汇量,词表"
voice,"n.声音,嗓音,发音能力,意见,发言权,[语法]语态vt.表达,吐露"
void,"n.空间,空旷,空虚,怅惘adj.空的,无人的,空闲的,无效的,无用的,没有的"
volcano,n.火山
volume,"n.卷,册,体积,量,大量,音量"
volunteer,"n.志愿者,志愿兵adj.志愿的,义务的,无偿的v.自愿"
vow,"n.誓约v.宣誓,立誓,发誓"
vowel,n.元音adj.元音的
voyage,"n.航程,航空,航海记,旅行记vi.航海,航行vt.渡过,飞过"
vulgar,"adj.粗俗的,庸俗的,普通的,通俗的,本土的n.<古>平民,百姓"
wag,"vt.摇摆,摇动,饶舌vi.爱说笑打趣的人,摆动,喋喋不休n.摇摆,小丑"
wage,n.[常pl.] 工资v.发动
wagon,"n.四轮马车,货车v.用运货马车运输货物"
waist,"n.腰部,腰,衣服的上身部分,背心"
wander,"vi.漫步,徘徊,迷路,迷失方向,离题"
ward,"n.守卫,保卫,保护,牢房,病房,行政区,监护,锁孔vt.守护,保卫,防止,挡住,躲开,避免"
wardrobe,"n.衣柜,衣厨,衣室,衣服,行头,剧装"
ware,"n.陶器,器皿"
warfare,"n.战争,作战,冲突,竞争"
warn,"vt.警告,注意,通知vi.发出警告,发出预告"
warrant,"n.授权,正当理由,根据,证明,凭证,委任状,批准,许可证vt.保证,辩解,担保,批准,使有正当理由"
wasp,
watertight,"adj.不漏水的,水密的"
watery,"adj.水的,似水的,潮湿的,平淡的,稀薄的,松软的,水淋淋的,有雨意的"
watt,
waver,"n.动摇,开始退让,踌躇,挥动者vi.摇摆,颤抖,摆动,摇曳,犹豫"
weary,"adj.疲倦的,厌倦的,令人厌烦的,疲劳v.疲倦,厌倦,厌烦"
weather,"n.天气,气候,气象,处境adj.迎风的,露天的vt.使受风吹雨打,侵蚀,使风化,经受住vi.风化,受侵蚀,经受风雨"
web,"n.环球网,网,蛛丝,蹼,翼手,织物,圈套,卷筒纸;vi.使陷入罗网,形成网;vt.织蜘蛛网于,使落入圈套"
weed,"n.野草,杂草v.除草,铲除"
wharf,"n.码头vt.卸上码头,靠在码头vi.靠码头"
wheat,"n.小麦,小麦色,淡黄色,朴实的人"
wheel,"n.轮,车轮,轮子"
when," conj.就在那个时候,在...的时候adv.什么时候,...的时候 pron.什么时侯,那时"
whenever," conj.无论何时,随时n.只要"
where,"adv.什么地方,在哪里,...的(地方)"
whereas," conj.然而,反之,鉴于,尽管,但是"
whip,"n.鞭子,车夫v.鞭打,抽打,突然移动"
whilst," conj.时时,同时"
whistle,"n.口哨,汽笛,口哨声,汽笛声v.吹口哨,鸣汽笛"
whisper,"n.耳语,私语,密谈,谣传,飒飒的声音vi.耳语,密谈,飒飒地响vt.低声说"
whitewash,"n.石灰水,白色涂料,白粉胶泥水,涂脂抹粉vt.用石灰水把...刷白"
wholesale,"n.批发,趸售adj.批发的,[喻] 大规模的"
wholesome,"adj.卫生的,有益的,健康的,有益健康的"
widow,n.寡妇v.使成寡妇(或鳏夫)
wield,v.挥
wild,"adj.野性的,野生的,野蛮的,狂热的,疯狂的"
willow,"n.柳树,柳木制品adj.柳木制的"
wind,"n.风v.绕,缠,上发条,旋紧"
wink,"n.眨眼,使眼色,瞬间,(星光等的)闪烁vi.眨眼,使眼色,闪烁,打信号,假装不见,终止,熄灭vt.眨(眼)"
wise,"adj.英明的,明智的,慎虑的,聪明的,博学的,明白的,贤明的,狡猾的vi.知道vt.告诉,劝导n.方法,方式"
wit,"n.智力,才智,智慧"
within,"n.内部,里头adv.在内部,在内心里 prep.在...之内,不越出adj.里面的,内部的"
withstand,"vt.抵挡,经受住"
witness,"n.[律]证人,目击者,证据,证明,证词vt.目击,为...作证,证明,表明vi.作证,成为证据"
wonder,"n.奇迹,惊奇,惊愕vt.对...感到惊讶,惊奇,想知道vi.惊讶,怀疑adj.非凡的,奇妙的"
workshop,"n.车间,工场"
worship,"n.崇拜,礼拜,尊敬vi.敬神,拜神vt.崇拜,尊敬"
wrist,"n.手腕,腕关节"
yard,"n.院子,码"
yawn,"v.打呵欠,张开,裂开n.呵欠"
yield,"v.出产,生长,生产vi.(～ to)屈服,屈从n.产量,收益"
yoke,"n.轭,轭状物,套,束缚,支配v.把...套上轭,结合,连接"
yolk,"n.蛋黄,[生物] 卵黄"
youngster,"n.年青人,少年"
zeal,"n.热心,热情,热诚"
zebra,n.斑马
