intellect,n.智力
dwarf,"n.矮子,侏儒v.(使)变矮小"
enjoyable,"adj.令人愉快的,可享受的"
expire,"v.期满,终止,呼气,断气,届满"
finish,"n.完成,结束,磨光,末道漆,完美vt.完成,结束,用完,毁掉,使完美vi.结束,终结,停止,终止"
genuinely,"adv.真诚地,诚实地"
infuse,"vt.灌输,注入,沏或泡(茶、药等),浸渍,鼓舞vi.泡,注"
kind,"n.种类,性质adj.仁慈的,和蔼的,亲切的,友爱的"
another,"adj.另外的,又一,不同的 prep.另一个,另一个人,同类的东西"
important,"adj.重要的,重大的,有权力的,有地位的"
kid,"n.哄骗,取笑,开玩笑,小孩,小山羊v.哄骗,取笑,开玩笑,欺骗"
chocolate,"n.巧克力,巧克力色"
coin,n.硬币vt.铸造(硬币)
quiet,"adj.静止的,宁静的,从容的n.安静,闲适vi.平静下来vt.使平静,使安心,减轻(疑虑、恐惧等)"
hasten,"v.催促,赶紧,促进,加速"
thankfully,"adv.感谢地,感激地"
young,"adj.年轻的,年纪小的,没有经验的,尚早的,初期的n.(动物的)崽,仔"
healthy,"adj.健康的,健壮的,有益于健康的"
hundred,"n.一百个(人或物)一组,许多 num.百,百个adj.许多的"
total,"n.总数,合计adj.总的,全部的,整个的v.合计,总数达,达到"
interim,"adj.中间的,临时的,间歇的n.中间时期,过渡时期,暂定"
jury,"n.[律] 陪审团,评判委员会,陪审员adj.[海]临时应急的"
line-up,
medicaid,
monthly,adj.每月的adv.每月一次n.月刊
occasionally,"adv.有时候,偶而"
overly,"adv.过度地,极度地"
persuasion,"n.说服,说服力"
refocus,v.重调焦距
revelation,"n.显示,揭露,被揭露的事,新发现,启示,揭示"
inherent,"adj.固有的,内在的,与生俱来的"
scattered,a.分散的
silly,"adj.愚蠢的,无聊的,失去知觉的,无助的"
spirit,"n.精神,灵魂,幽灵,妖精,勇气,火力,热情,情绪vt.诱拐,鼓励,鼓舞"
successive,"adj.继承的,连续的"
tragedy,"n.悲剧,惨案,悲惨,灾难"
unemployed,"adj.失业的,未被利用的"
upstart,n.暴发户
wealthy,"adj.富有的,丰裕的,充分的n.富人,有钱人"
workday,n.工作日
circuit,"n.电路,一圈,周游,巡回"
Arizona,
divide,"v.分,划分,分开,隔开,"
involve,"vt.包括,笼罩,潜心于,使陷于"
pocket,"n.衣袋,口袋,钱,财vt.装...在口袋里,隐藏(感情),据为己有,击...入袋adj.袖珍的,小型的"
rich,"adj.富的,有钱的,富有的,富饶的,肥沃的,充足的,丰富的"
source,"n.来源,水源,消息来源,原始资料,发起者 源,源极"
arm,"n.臂,臂状物,衣袖,海湾,武器vt.供给,提供,武装,装备vi.武装起来"
document,"n.公文,文件,文档,档案,文献v.证明"
poet,n.诗人
around,"adv.周围,四周,到处,大约,左右 prep.在...周围,四处"
common,"adj.共同的,公共的,公有的,普通的,庸俗的,伪劣的n.[复][总]平民,公有,普通,共通"
domain,"n.领土,领地,(活动、学问等的)范围,领域"
point,"n.点,尖端,分数,要点,分数vt.弄尖,指向,指出,瞄准,加标点于vi.指,指向,表明"
pointed,"adj.尖角的,敏锐的,锐利的,率直的,突出的"
ride,"v.骑,乘n.骑,乘"
sow,"n.大母猪vt.播种,散布,使密布vi.播种"
arrange,"v.安排,排列,协商"
irrelevant,"adj.不相关的adj.不相关的,不切题的"
pointless,adj.无意义的
ridge,"n.背脊,山脊,屋脊,山脉,犁垄v.起皱,成脊状延伸,翻土作垄"
space,"n.空间,间隔,距离,空地,余地,一段时间vt.留间隔,隔开"
community,"n.公社,团体,社会,(政治)共同体,共有,一致,共同体,(生物)群落"
eye,"n.眼睛,视力,眼光,观点,见解,眼状物,风吹来的方向,[气]风眼vt.看,注视,在...上打眼"
irresponsibility,n.无责任
poison,"n.毒药,败坏道德之事,毒害vt.毒害,败坏,使中毒vi.放毒,下毒"
right,"n.正义,公正,正确,权利,右边,右派adj.正当的,正确的,对的,合适的,恰当的,健康的,健全的,正面的adv.正当地,正确地,一直地,直接地,完全地,彻底地,在右边"
span,"n.跨度,跨距,范围v.横越"
arrive,"vi.到达,抵达"
issue,"n.出版,发行,(报刊等)期、号,论点,问题,结果,(水,血等的)流出vi.发行,流出,造成...结果,进行辩护,传下vt.使流出,放出,发行(钞票等),发布(命令),出版(书等)发给 [律]子女,后嗣"
pole,"n.棒,柱,杆,竿,极,磁极,电极vt.用竿支撑,用棒推vi.撑篙 Pole 波兰人"
righteous,"adj.正直的,正当的,正义的"
spear,"n.矛,枪"
company,"n.公司,陪伴,(一)群,(一)队,(一)伙,连,连队"
doom,"n.厄运,毁灭,死亡,世末日v.注定,判决 著名的3D动作游戏"
item,"n.(可分类或列举的)项目,条款,(消息、情报等的)一则,一条"
policy,"n.政策,方针"
rim,"n.边,轮缘,蓝框vt.镶边,为...装边,沿...边缘滚动vi.形成边状"
arrow,"n.箭,箭头记号"
compare,"v.比较,相比,比喻 n.比较"
policymaker,"n.政策制定者,决策人"
ring,"n.环,环形物,环状,铃声,声调,打电话,拳击场vt.包围,套住,按铃,敲钟vi.成环形,响,鸣,敲钟,回响,按铃"
species,"n.种类,(原)核素n.[律]式样n.[宗]圣餐物"
art,"n.艺术,艺术品,技术,巧妙,美术"
compass,"n.罗盘,指南针,[pl.] 圆规v.包围"
double,"n.两倍,[计] 双精度型adj.两倍的,双重的vt.使加倍vi.加倍,快步走,加倍努力"
pool,"n.池,撞球,联营,石油层vt.合伙经营,共享,共有,集中(钱、力量等),采掘,汇聚成vi.汇合成塘,郁积,联营"
rip,"v.撕,剥,劈,锯,裂开,撕裂n.裂口,裂缝  愿灵安眠 RIP(rest in peace)"
arthritis,n.关节炎
doubt,"n.怀疑,疑惑,疑问v.怀疑,不信,拿不准,<古>恐怕"
poor,"adj.贫穷的,可怜的,乏味的,卑鄙的"
ripe,"adj.熟的,成熟的,时机成熟的v.成熟"
article,"n.文章,论文,物品,商品,项目,条款v.清楚说出adj.表达清晰的"
down,"adj.向下的adv.向下,在下面,下去,降下 prep.往下,沿着n.绒毛,软毛,开阔的高地"
download,"下载,下传"
popular,"adj.通俗的,流行的,受欢迎的"
rise,"n.上升,增加,上涨,高地,小山,发生,出现vi.升起,起身,发源,起义,高耸,增长,上升,复活vt.使飞起"
raise,"n.上升,高地,提出vt.升起,唤起,提高,使出现,解除,饲养,筹集,使复活"
arise,"vi.出现,发生,起因于"
arouse,"vt.唤醒,唤起,鼓励,引起vi.睡醒"
spell,"n.符咒,魅力,一段时间,轮班vt.拼写,拼成,意味着,轮值,招致,迷住vi.轮替,拼字"
downgrade,"n.下坡,退步adj.下坡的,使降级,小看"
population,n.人口
spend,"v.花费,消耗,用尽vt.度过,消磨"
aside,"adv.在旁边,到旁边"
evaluate,"vt.评价,估计,求...的值v.评价"
compete,"vi.比赛,竞争"
dozen,"n.一打,十二个"
pore,"n.毛孔,小孔,气孔vi.熟读,凝视,细想,沉思vt.因凝视过度使...疲劳"
mobile,"adj.可移动的,易变的,机动的n.运动物体"
rival,"n.竞争者,对手v.竞争,对抗,相匹敌"
sphere,"n.球,球体,范围,领域,方面,圈子,半球"
ask,"vi.询问,问,要求vt.问,要求,需要,邀请"
complain,"v.抱怨,悲叹,控诉"
drag,"v.拖,拖曳,缓慢而费力地行动n.拖拉"
river,"n.河,江"
spit,"n.唾液v.吐(唾沫),吐出,发射,发出,喷吐"
spot,"n.班点,污点,地点,场所,现场v.沾污,弄脏,侦察vt.认出,发现"
complete,"adj.全部的,完全的,完成的vt.完成,使完善"
drain,"n.排水沟,消耗,排水vt.排出沟外,喝干,耗尽vi.排水,流干"
pose,"n.姿势,姿态v.(使...)摆好姿势,形成,引起,造成vi.摆姿势,佯装,矫揉造作"
road,"n.路,道路,公路,大道"
complicate,v.(使)变复杂
complex,"adj.复杂的,合成的,综合的n.联合体"
complexity,"n.复杂(性),复杂的事物,复杂性"
robust,adj.精力充沛的
splash,"n.溅,飞溅,斑点v.溅,泼,溅湿"
draw,"v.拉,曳,牵,画,绘制,拖曳vt.汲取,领取,提取,引起,吸引vi.向...移动,挨近n.平局,和局,拖曳"
rock,"n.岩石,暗礁,石头,摇动vt.摇摆,使动摇vi.摇,摇动"
split,"v.劈开,(使)裂开,分裂,分离n.裂开,裂口,裂痕"
athlete,"n.运动员,运动选手"
bidder,"n.出价人,投标人"
broadband, 宽带
clarity,"n.清楚,透明"
costless,"adj.不须花钱的,无须付出代价的"
disengage,v.脱离
dweller,"n.居住者,居民"
explicitly,"adv.明白地,明确地"
fire-prone,
giant,"n.巨人,大力士,巨大的动物或植物,伟人,天才adj.庞大的,巨大的"
handsome,"adj.英俊的,大方的,慷慨的,美观的,堂皇的"
illusory,"adj.产生幻觉的,幻影的,错觉的,虚假的,不牢靠的"
inhabitant,"n.居民,居住者"
internal,"adj.内在的,国内的"
kingdom,"n.王国,[宗]天国,上帝的统治,领域"
medication,"n.药物治疗,药物处理,药物"
mood,"n.心情,情绪,语气,状态"
offering,"n.提供,奉献物,献礼,祭品"
overpack,
prairie,"n.大草原,牧场,<美方>林间小空地"
refrain,"n.重复,叠句,[乐]副歌vi.节制,避免,制止"
revolutionize,"vt.宣传革命,大事改革"
simplify,"vt.单一化,简单化"
squeeze,"n.压榨,挤v.压榨,挤,挤榨"
suck,"v.吸,吮,吸取"
terrify,"vt.使恐怖,恐吓"
unintentionally,
urgent,"adj.急迫的,紧急的"
weapon,n.武器
workload,n.工作量
fluctuate,"vi.变动,波动,涨落,上下,动摇vt.使动摇,使波动,使起伏"
drawn, vbl.draw的过去分词adj.拔出的
possible,"adj.可能的,可能存在或发生的"
rocket,n.火箭v.飞速上升
assess,"vt.估定,评定"
dream,"v.做梦,梦见,梦想,想到n.梦,梦想"
post,
role,"n.角色,任务"
dress,"n.女服,童装,服装,衣服v.(给...)穿衣"
postmodern,
roll,"adj.滚动,滚转,(使)摇摆,(使)摇晃,卷起,卷拢vt.辗,轧n.(一)卷,卷形物,摇晃,摆动,名单"
spook,"n.鬼,幽灵vt.鬼怪般地出没于,惊吓vi.逃窜"
drift,"n.冲洗,漂流物,观望,漂流v.(使)漂流"
posture,"n.(身体的)姿势,体态,状态,情况,心境,态度v.令取某种姿势,摆姿势,作出姿态"
romantic,"adj.传奇式的,浪漫的,空想的,夸大的"
spotlight,n.聚光灯
conception,"n.观念,概念"
drip,n.水滴v.(使)滴下
potato,n.马铃薯
root,"n.根,根部,根本,根源v.(使)生根,(使)扎根,使立定不动,坚定不移,确立"
spouse,n.配偶(指夫或妻)
drive,"n.驾车,驱动器,快车道,推进力,驱使,动力,干劲,击球vt.开车,驱赶,推动、发动(机器等),驾驶(马车,汽车等)vi.开车,猛击,飞跑n.[计]驱动器"
rose,"n.蔷薇属,玫瑰,玫瑰红;vbl.rise的过去式;Rose 罗斯(女子名);Remote Operations Service Elements,远程操作服务单元"
spread,"n.伸展,展开,传播,蔓延,酒席,宴会,桌布v.伸展,展开,铺,涂,敷,摆,传播,散布"
drop,"v.滴下,落下,(使声音等)变弱,(使价格等)下降,使跌倒,使结束,不再讨论,停止与(某人)交往n.落下,下降,滴,滴剂,点滴,微量,下跌"
pound,"n.磅,英镑,重击,鱼塘,兽栏,拘留所vt.强烈打击,捣烂,监禁,关入栏vi.连续重击,连续敲打,苦干"
pour,"v.灌注,倾泻,涌入,流,倾盆大雨"
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激v.鞭策,刺激,疾驰,驱策"
concert,"n.音乐会,一致"
concertgoer,n.常参加音乐会者
drug,"n.药,麻药,麻醉药,滞销货vi.<俗> 吸毒vt.使服毒品,毒化"
drugstore,"n.<美> 药房,杂货店"
power,"n.能力,力量,动力,权力,[数]幂,[物]功率vt.使...有力量,供以动力,激励"
round,"n.圆,圆形物,巡回,一轮;adj.圆的,丰满的,大概的,完全的,率直的;prep.围着,附近,绕过,在...周围;vt.弄圆,使成圆形,绕行,完成,四舍五入vi.变圆,发胖,环行,拐弯,进展;adv.围绕着,循环地,在周围,迂回地,朝反方向,挨个"
spy,"n.特工人员,间谍,侦探,探员,秘密侦察他人行动者v.侦察,侦察,发现"
lock,"n.锁v.锁,锁上,锁住 /n.锁定/解锁"
otherwise,"adv.另外,否则,不同地,别的方式adj.另外的,其他方面的"
farm,"n.农场,农庄,农田vt.耕种vi.种田,务农,经营农场,从事畜牧"
perhaps,"adv.或许,多半"
single,"adj.单一的,单身的,单纯的,孤独的,专一的,个别的n.一个,单打,单精度型vt.选出vi.[棒]作一垒打"
third," num.第三,三分之一"
either,"adj.任一的,(两方中的)每一方的 pron.任一,随便任一个 conj.或者,也"
corn,"n.<美>玉米,<英>谷物,五谷,[医]鸡眼vt.腌(肉等)"
cotton,"n.棉花,棉线"
soybean,n.大豆
wheat,"n.小麦,小麦色,淡黄色,朴实的人"
straw,"n.稻草,麦杆"
dairy,"n.牛奶场,奶品场,售牛奶,奶油,鸡蛋等的商店,奶制品"
dry,"adj.干的,干燥的,口渴的vt.(使)干燥,(使)变干v.干燥"
effect,"n.结果,效果,作用,影响,(在视听方面给人流下的)印象vt.招致,实现,达到(目的等)"
practice,"n.实行,实践,实际,惯例,习惯,练习,实习,开业"
route,"n.路线,路程,通道v.发送"
spymaster,n.间谍组织的首脑
asteroid,"n.[天文]小游星,小行星,海盘车adj.星状的"
due,"n.应得物、权力,[复]应付款adj.应得的,应付的,正当的,预期的,(车、船预定)应到的"
praise,"vt.赞扬,歌颂,称赞n.赞扬,赞美的话,赞美,荣耀,称赞"
stable,adj.稳定的
condition,"n.条件,情形,环境,社会地位vt.以...为条件,使达到要求的情况"
dumb,"adj.哑的,无说话能力的,不说话的,无声音的"
row,"n.排,行v.划(船)"
staff,"n.棒,杖,杆,支柱,全体职员,[军]参谋机构,[音]五线谱vt.供给人员,充当职员"
astray,"adv.迷途地,入歧途地"
precious,"adj.宝贵的,贵重的,珍爱的,过于精致的,珍爱的"
royal,"adj.王室的,皇家的,第一流的,高贵的"
stage,"n.舞台,戏剧,活动场所,发展的进程,阶段或时期,驿站vt.上演,筹备,举行"
durable,"adj.持久的,耐用的"
crude,"adj.天然的,未加工的,粗糙的,拙劣的,粗鲁的n.天然的物质"
stain,"n.污点,瑕疵v.染污,沾污"
confident,"adj.自信的,确信的"
during," prep.在...的期间,在...的时候"
predator,"n.掠夺者,食肉动物"
ruin,"v.(使)破产,(使)堕落,毁灭n.毁灭,崩溃,(pl.) 废墟,遗迹"
dust,"n.灰尘,尘土,尘埃vt.掸掉...上的灰尘,撒糖于糕上"
predict,"v.预知,预言,预报"
rule,"n.规则,惯例,统治,章程,破折号,准则,标准,控制vt.规定,统治,支配,裁决vi.统治,管辖,裁定n.规则,水线"
duty,"n.义务,责任,职责,职务,税"
preface,"n.序文,绪言,前言vi.作序,写前言vt.为...写序言,开始"
run,"n.跑,赛跑,奔跑,运转,趋向vi.跑,奔,逃跑,竞选,跑步,蔓延,进行,行驶vt.使跑,参赛,追究,使流,管理,运行,开动adj.熔化的,融化的,浇铸的 vbl.run的过去式和过去分词"
stamina,"n.毅力,持久力,精力"
prefer,"vt.更喜欢,宁愿"
rush,"n.匆促,冲进,急流,灯芯草vi.冲,奔,闯,赶紧,涌现vt.使冲,匆忙地做,突袭,飞跃,用 灯芯草做adj.急需的"
stand,"n.停止,抵抗的状态,立场,立足点,看台,架子,台v.站,立,站起,(使)竖立,(使)位于,维持不变,持久,经受"
attend,"vt.出席,参加,照顾,护理,注意vi.专心,留意"
prefrontal,"adj.[解]额叶前部的,前额的"
rut,"n.车辙,常轨,定例,惯例v.在...形成车辙"
standard,"n.旗,军旗,标准,规格,本位adj.标准的,权威,第一流的"
attitude,"n.姿势,态度,看法,意见"
confuse,"vt.搞乱,使糊涂"
attorney,"n.<美>律师,(业务或法律事务上的)代理人"
prehistoric,"adj.史前的,陈旧的"
star,"n.星,恒星,明星,名角"
airport,"n.<主美>小型民用机场,私人飞机降落场"
attraction,"n.吸引,吸引力,吸引人的事物"
biologist,n.生物学家
broadly,"adv.宽广地,露骨地,广泛"
confidence,n.信心
couch,"n.(文学)床,睡椅 v.(用语言)表达"
democrat,n.民主党人adj. 美国民主党的
dishonest,adj.不诚实的
ecology,"n.生态学,[社会]环境适应学,均衡系统"
expression,
first-timer,
glory,"n.荣誉,光荣"
happen,"vi.发生,碰巧,偶然v.发生,恰巧,偶然发现"
immediately,"adv.立即,马上,直接地"
location,"n.位置,场所,特定区域,<美>[电影]外景拍摄场地"
member,"n.成员,会员,议员,(人或动,植物的)一部分,[语]子句,成分,[逻]推论的命题"
moola,n.<俚>钞票
offline,"adj.未连线的,未联机的,脱机的,离线的adv.未连线地,未联机地,脱机地,离线地"
overpay,vt.多付(钱财)vi.付得过多
phone,"n.电话,电话机v.(给...)打电话"
precondition,n.前提v.预处理
protest,"n.主张,断言,抗议v.主张,断言抗议,拒付"
refuge,"n.庇护,避难,避难所"
rhetoric,adj.花言巧语的
site,"n.地点,场所,遗址vt.定...的地点n.站点"
standstill,"n.停止,停顿"
sue,"vt.控告,向...请求,请愿vi.提出诉讼,提出请求"
terrorist,n.恐怖分子
training,"n.训练,练习adj.训练的"
unity,"n.团结,联合,统一,一致"
useful,"adj.有用的,有益的,有帮手的"
website,WWW(环球网)的站点
conjunction,"n.联合,关联,连接词"
start,"n.动身,出发点,开始,惊起,惊跳,赛跑的先跑权,优先地位v.出发,起程,开始,着手,惊动,惊起,起动,发动  削减战略武器条约START(Strategic Arms Reduction Treaty)"
auction,n.拍卖vt.拍卖
startle,v.震惊
audience,"n.听众,观众,接见,拜见"
campaign,"n.[军]战役,(政治或商业性)活动,竞选运动vi.参加活动,从事活动,作战"
prepare,"v.准备,预备,有能力而且愿意"
state,"n.情形,状态,国家,政府,州adj.国家的,国有的,国营的,州的,正式的,典礼用的vt.声明,陈述,规定"
audit,"n.审计,稽核,查帐vt.稽核,旁听vi.查账"
statistics,"n.统计学,统计表"
augment,"v.增加,增大n.增加"
consent,"vi.同意,赞成,答应n.同意,赞成,允诺"
program,"n.节目,程序,纲要,计划vt.规划,拟...计划,安排...入节目vi.安排节目,编程序 (电脑)程序,(电视)节目"
programme,"n.v.=program 程序,编程"
status,"n.身份,地位,情形,状况"
progress,"n.前进,进步,发展vi.前进,进步,进行"
author,"n.作家,创造者"
project,"n.计划,方案,事业,企业,工程v.设计,计划,投射,放映,射出,发射(导弹等),凸出"
stay,"n.逗留,延缓,中止,支柱v.在,暂住,坚持,止住,抑制,延缓,停(下)"
consider,"vt.考虑,照顾,认为"
steal,"v.偷,窃取,偷窃,偷盗"
automotive,"adj.汽车的,自动推进的"
promise,"vt.允诺,答应n.允诺,答应,许诺"
steelworker,n.钢铁工厂的工人
autopilot,
steep,"adj.陡峭的,险峻的,急剧升降的,不合理的n.悬崖,峭壁,浸渍,浸渍液v.浸,泡,沉浸"
average,"n.平均,平均水平,平均数,海损adj.一般的,通常的,平均的vt.平均为,均分,使平衡,达到平均水平vi.买进,卖出"
pronounce,"v.发音,宣告,断言"
steward,"n.(轮船,飞机等)乘务员,干事"
avoid,"vt.避免,消除"
