accord,"n.一致,符合,调和,协定;vt.一致,给与;vi.符合"
pattern,"n.模范,式样,模式,样品,格调,图案vt.模仿,仿造,以图案装饰vi.形成图案"
pause,"n.中止,暂停,休止符vi.暂停,中止,停顿,踌躇n.暂停"
pay,"n.薪水,工资v.支付,交纳,给予,有利,值得,合算"
payment,"n.付款,支付,报酬,偿还,报应,惩罚"
pea,
peace,"n.和平,和睦,安宁,静寂vi.安静下来"
peaceful,"adj.和平的,平静的,安宁的,爱好和平的"
peach,"n.桃子,桃树,桃色,<美俚>受人喜欢的人(或物)vt.告发vi.告密"
peanut,n.花生
peasant,"n.农夫,乡下人"
penny,"n.便士,<美> 分"
pepper,n.胡椒粉
percent,"n.百分比,百分数"
percentage,"n.百分数,百分率,百分比"
perfect,"n.完成式adj.完美的,全然的,理想的,正确的,熟练的,精通的完成式的vt.使完美,修改,使熟练"
perform,"vt.履行,执行,表演,演出v.完成任务"
performance,"n.履行,执行,成绩,性能,表演,演奏"
perhaps,"adv.或许,多半"
period,"n.时期,学时,节,句点,周期,(妇女的)经期adj.过去某段时期的int.没有了"
permit,"n.通行证,许可证,执照v.许可,允许,准许"
person,"n.人,身体,容貌,[语法]人称"
personal,"adj.私人的,个人的,亲自的,容貌的,身体的,人身的,针对个人的adj.[语法]人称的"
persuade,"v.说服,劝说,(使)相信,劝某人做(不做)某事"
persuasion,"n.说服,说服力"
pest,n.有害物
pet,"n.宠物,受宠爱的人,不悦adj.宠爱的,亲昵的vt.宠爱vi.拥抱,爱抚,生气,发脾气"
petrol,n.<英>汽油(=<美>gasoline)
petroleum,n.石油
philosopher,"n.哲学家,哲人"
philosophy,"n.哲学,哲学体系,达观,冷静"
phrase,"n.短语,习语,惯用语,成语,措词vt.用短语表达"
physical,"adj.身体的,物质的,自然的,物理的n.体格检查"
physician,"n.医师,内科医师"
physics,n.物理学
piano,n.钢琴
pick,"n.精选,掘,鹤嘴锄vt.摘,掘,凿,挑选,挖,挑剔vi.摘,掘,凿,挖,挑选v.拾取"
picnic,n.野餐vi.(去)野餐
picture,"n.画,图画,照片,像,美景,描述,相似物,化身vt.画,描绘"
pie,"n.馅饼,杂乱,喜鹊,爱说话的人vt.弄乱"
piece,"n.块,件,片,篇,张,条,硬币vt.接合,修补,凑合"
pigeon,n.鸽子
pile,"n.堆,大堆,高大建筑,<美口>大量钱财,<美>[核]反应堆,[电]电池组vi.堆起,堆积,积累,挤vt.堆于,累积,堆叠,打桩于,用桩支撑"
pill,"n.药丸,口服避孕药,弹丸"
pillow,"n.枕头,枕垫"
pilot,"n.飞行员,领航员,引水员vt.驾驶(飞机等),领航,引水v.驾驶"
pin,"n.钉,销,栓,大头针,别针,腿vt.钉住,别住,阻止,扣牢,止住,牵制"
pink,"n.粉红色,石竹花,化身,极致,精华adj.粉红的vt.刺,扎,刺痛,使变粉红色vi.变粉红色"
pioneer,"n.先驱,倡导者,先遣兵,先锋"
pipe,"n.管,导管,烟斗,管乐器,笛声vt.以管输送,吹哨子vi.吹笛,尖叫"
pit,"n.深坑,深渊,陷阱,(物体或人体表面上的)凹陷,(英国剧场的)正厅后排、正厅后排的观众vt.窖藏,使凹下,去...之核,使留疤痕,使竞争vi.起凹点,凹陷"
pity,"v.(觉得)可怜n.憾事,怜悯,同情"
place,"n.地方,地点,位置,职位,处境,住所,地位vt.放置,寄予,任命vi.名次列前"
plague,"n.瘟疫,麻烦,苦恼,灾祸vt.折磨,使苦恼,使得灾祸"
plain,"n.平原,草原adj.简单的,明白的,平常的,清晰的,普通的,朴素的adv.清楚地n.[计] 无格式"
plan,"n.计划,设计图,平面图vt.计划,设计"
planet,n.[天]行星
plant,"n.植物,庄稼,工厂,车间,设备vt.种植,栽培,培养,安置vi.种植"
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
plate,"n.盘子,金属板,图版,金银餐具vt.镀(金,银等),电镀,给...装钢板"
playground,"n.运动场,操场"
pleasant,"adj.令人愉快的,舒适的"
pleasure,"n.愉快,快乐,乐事,乐趣,意志,愿望"
plenty,"n.丰富,大量"
pocket,"n.衣袋,口袋,钱,财vt.装...在口袋里,隐藏(感情),据为己有,击...入袋adj.袖珍的,小型的"
poem,"n.诗,象诗一样,美丽的东西"
poet,n.诗人
poetry,"n.诗,作诗法,诗意,诗情"
point,"n.点,尖端,分数,要点,分数vt.弄尖,指向,指出,瞄准,加标点于vi.指,指向,表明"
poisonous,adj.有毒的
polar,"adj.[天]两极的,极地的,南辕北辙的,南极的,(北极星似的)指引的,极性的,北极的n.极线,极面"
pole,"n.棒,柱,杆,竿,极,磁极,电极vt.用竿支撑,用棒推vi.撑篙 Pole 波兰人"
police,"n.警察队,警察机关,公安部门vt.管辖,维持治安adj.警察的,有关警察的"
political,"adj.政治的,行政上的"
politician,"n.政治家,政客"
politics,"n.政治,政治学,政纲,政见"
pollute,"vt.弄脏,污染"
pollution,"n.污染,玷污"
pond,n.池塘v.筑成池塘
pool,"n.池,撞球,联营,石油层vt.合伙经营,共享,共有,集中(钱、力量等),采掘,汇聚成vi.汇合成塘,郁积,联营"
poor,"adj.贫穷的,可怜的,乏味的,卑鄙的"
popular,"adj.通俗的,流行的,受欢迎的"
populate," 板上组装;v.使人民居住,移民"
population,n.人口
pork,"n.猪肉,<美俚><粗>与(女子)性交"
port,"n.港口,舱门,左舷,避风港,枪眼vt.左转舵,持(枪)vi.转舵左n.端口"
position,"n.位置,职位,立场,形势,阵地vt.安置,决定...的位置"
possession,"n.拥有,占有,所有,着迷,领土,领地,财产(常用复数),自制"
possible,"adj.可能的,可能存在或发生的"
post,
postcard,"n.明信片,风景明信片"
postman,n.邮差
pot,"n.罐,壶v.罐装"
potato,n.马铃薯
pound,"n.磅,英镑,重击,鱼塘,兽栏,拘留所vt.强烈打击,捣烂,监禁,关入栏vi.连续重击,连续敲打,苦干"
pour,"v.灌注,倾泻,涌入,流,倾盆大雨"
poverty,"n.贫穷,贫困,贫乏,缺少"
powder,"n.粉,粉末,火药,尘土vt.搽粉于,撒粉,使成粉末vi.搽粉,变成粉末"
power,"n.能力,力量,动力,权力,[数]幂,[物]功率vt.使...有力量,供以动力,激励"
practical,"adj.实际的,实践的,实用的,应用的,有实际经验的"
practice,"n.实行,实践,实际,惯例,习惯,练习,实习,开业"
practise,"v.练习,实习,实践,实行,操持(专业等),竭力想,利用(某人之轻信等),实施"
praise,"vt.赞扬,歌颂,称赞n.赞扬,赞美的话,赞美,荣耀,称赞"
prayer,n.祈祷
prefer,"vt.更喜欢,宁愿"
preparation,"n.准备,预备"
prepare,"v.准备,预备,有能力而且愿意"
presence,"n.出席,到场,存在"
present,"n.赠品,礼物,现在,瞄准adj.现在的,出席的,当面的vt.介绍,引见,给,赠送,上演,提出,呈现vi.举枪瞄准"
presently,"adv.目前,不久"
preserve,"vt.保护,保持,保存,保藏vi.做蜜饯,禁猎n.蜜饯,果酱,禁猎地,禁区,防护物"
president,"n.总统,会长,校长,行长"
press,"n.压,按,印刷,压力,拥挤,紧握,新闻vt.压,压榨,紧抱,逼迫vi.压,逼迫,拥挤,受压"
pretty,"adj.漂亮的,可爱的,优美的,机灵的,恰当的"
prevent,"v.防止,预防"
price,"n.价格,价钱,代价vt.给...定价,问...的价格,标明价格"
pride,"n.自豪,自尊(心),骄傲,傲慢vt.使自豪,使自夸"
priest,n.牧师
prince,n.王子
princess,n.公主
print,"n.版,印刷物,印迹,印章,印刷业,照片v.印刷,出版,印于,用印刷体写 [计]打印"
prison,n.监狱
prisoner,adj.囚犯的n.战俘
private,"adj.私人的,私有的,私营的,秘密的n.士兵"
prize,"n.奖赏,奖金,奖品,捕获,捕获物,战利品adj.得奖的vt.珍视,估价,捕获,撬,撬开"
problem,"n.问题,难题"
produce,"n.产物,农产品vt.提出,出示,生产,制造,结(果实),引起,招致,创作"
product,"n.产品,产物,乘积"
production,"n.生产,产品,作品,(研究)成果"
productive,"adj.生产性的,生产的,能产的,多产的"
productivity,n.生产力
profession,"n.职业,专业,表白,宣布"
professional,"n.自由职业者,专业人员,职业运动员,职业艺人adj.专业的,职业的"
professor,"n.教授,公开表示信仰的人"
program,"n.节目,程序,纲要,计划vt.规划,拟...计划,安排...入节目vi.安排节目,编程序 (电脑)程序,(电视)节目"
progress,"n.前进,进步,发展vi.前进,进步,进行"
promise,"vt.允诺,答应n.允诺,答应,许诺"
pronounce,"v.发音,宣告,断言"
pronunciation,"n.发音,读法"
proof,"n.证据,试验,考验,[印刷]校样adj.不能透入的,证明用的,防...的,有耐力的vt.检验,校对,使不被穿透"
proper,"adj.适当的,正确的,固有的,特有的,有礼貌的,正当的,严格意义上的,彻底的"
property,"n.财产,所有物,所有权,性质,特性,(小)道具"
proportion,"n.比例,均衡,面积,部分vt.使成比例,使均衡,分摊"
prose,n.散文
protect,vt.保护 /n.保护/解除
protein,n.[生化]蛋白质adj.蛋白质的
proud,"adj.自豪的,得意的,骄傲的,妄自尊大的"
prove,"vt.证明,证实,检验,考验vi.原来(是),证明(是)"
provide,"v.供应,供给,准备,预防,规定"
public,"n.公众,(特定的)人群,公共场所adj.公众的,公共的,公立的,公用的"
pull,"v.拉,拖,拔n.拉,拖,拉力,牵引力"
pump,"n.泵,抽水机vt.(用泵)抽(水),抽吸"
punish,"vt.惩罚,处罚"
pupil,"n.学生,小学生,瞳孔"
pure,"adj.纯的,纯粹的,纯净的,无垢的,纯洁的,完美的,抽象的"
purple,adj.紫色的n.紫色
purpose,"n.目的,意图,用途,效果,决心,意志vt.打算,企图,决心"
purse,n.钱包
push,"n.推,推动,奋发,干劲,进取心,攻击vt.推,推动,推行,逼迫,增加vi.推,推进,增加,努力争取"
puzzle,"n.难题,谜v.(使)迷惑,(使)为难,迷惑不解"
pyramid,"n.角锥、棱椎,金字塔,叠罗汉v.(使)成金字塔状,(使)渐增,(使)上涨"
quality,"n.质量,品质,性质"
quarrel,"n.吵架,反目,怨言,争吵的原因vi.吵架,争论,挑剔"
quarter,"n.四分之一,[常 pl.] 方向,地区,方面,季,季度,一刻钟 num.四分之一,刻"
queen,"n.王后,女王"
question,"n.问题,疑问,询问v.询问,审问,怀疑"
questionnaire,"n.调查表,问卷"
queue,"n.行列,长队,队列vi.排队,排队等待"
quiet,"adj.静止的,宁静的,从容的n.安静,闲适vi.平静下来vt.使平静,使安心,减轻(疑虑、恐惧等)"
quite,"adv.相当,完全,十分,彻底"
race,"n.种族,种族气质,种族特征,赛跑,急流,姜根vi.赛跑,疾走vt.与...赛跑,使空转"
radar,"n.雷达,电波探测器"
radio,"n.<美>无线电通信,无线电接收装置,无线电广播设备v.用无线电发送"
rail,"n.横杆,围栏,扶手,铁轨vt.以横木围栏,铺铁轨vi.责骂,抱怨"
railroad,n.铁路vt.<美> 由铁道运输
raise,"n.上升,高地,提出vt.升起,唤起,提高,使出现,解除,饲养,筹集,使复活"
rapid,"adj.迅速的,飞快的,险峻的n.急流,高速交通工具,高速交通网"
rat,
rather,"adv.宁愿,宁可,更正确,更合适,有点,相当"
ray,"n.光线,闪烁,微量vi.射出光线,浮现,放射光线vt.放射,显出"
razor,n.剃刀vt.剃
reach,"n.延伸,区域,河段,范围,(车子前后轴的)联接杆,横风行驶vt.到达,达到,伸出,影响vi.达到,延伸,伸出手,传开"
reader,"n.读者,读物,读本,读卡机"
reading,"n.阅读,知识,读物,表演,对法律条文的解释adj.阅读的"
ready,"adj.有准备的,准备完毕的,甘心的,情愿的,现成的,迅速的"
real,"adj.真的,真实的,不动产的"
realistic,adj.现实(主义)的
reality,"n.真实,事实,本体,逼真"
realize,"vt.认识到,了解,实现,实行"
really,"adv.真正地,实在地,(表语气)真的吗?"
reason,"n.理由,原因,动机,理智,前提vt.说服,推论,辩论vi.推论,劝说,思考"
receive,"vt.收到,接到,接收,遭到,受到,接待,接见"
recent,"adj.新近的,近来的"
recite,"v.背诵,朗读,叙述,[律]书面陈述(事实)"
recognition,"n.赞誉,承认,重视,公认,赏识 识别"
recognize,"vt.认可,承认,公认,赏识vi.具结"
recognise,"v.承认,识别,认可"
record,"n.履历,档案,诉状,最高纪录,报告,唱片vt.记录,标明,将...录音vi.录音,被录音adj.创纪录的"
recover,"vt.重新获得,恢复,使改过vi.痊愈,复原,胜诉"
reduce,"vt.减少,缩小,简化,还原"
reduction,"n.减少,缩影,变形,缩减量,约简,缩小,降低,缩图,缩版"
reflection,"n.反射,映象,倒影,反省,沉思,反映"
refusal,"n.拒绝,推却,优先取舍权,优先取舍的机会"
refuse,"vt.拒绝,谢绝n.废物,垃圾"
regard,"n.关心,注意,尊敬,尊重,致意,问候,关系vt.看待,当作,重视,尊敬,关系"
region,"n.区域,地方,(世界上某个特定的)地区,(艺术,科学等的)领域,(大气,海水等的)层"
regret,"n.遗憾,悔恨,抱歉,歉意vt.为...感到遗憾,后悔,惋惜,哀悼,懊悔vi.感到抱歉"
regular,"adj.规则的,有秩序的,经常的,(花)整齐的,常备军的,等边的,合格的,定期的n.正规军,正式队员adv.经常地n.正常体"
relation,"n.关系,联系,叙述,故事,亲戚"
relationship,"n.关系,关联"
relative,"n.亲戚,关系词,相关物,亲缘植物adj.有关系的,相对的,比较而言的"
religious,"adj.信奉宗教的,虔诚的,宗教上的,修道的,严谨的n.僧侣,尼姑,修道士"
remain,"vi.保持,逗留,剩余,残存"
remember,"vt.回忆起,铭记,纪念vi.记得"
remind,"vt.提醒,使想起"
remove,"vt.移动,开除,移交vi.迁移,搬家n.移动,距离,班级,升级"
rent,"v.租,租借,出租n.租金"
repair,"n.修理,修补vt.修理,修补,补救,纠正"
repeat,"n.重复,反复vt.重做,复述,向他人转述,复制,使再现vi.重复,留有味道"
repeatedly,"adv.重复地,再三地"
reply,"n.答复,报复,答辩vi.答复,回击,报复,答辩vt.回答"
report,"n.报告,传说,谣言,声誉,名声,爆炸声v.报导,汇报,报到,告发"
reporter,"n.记者,通讯员"
republican,"adj.共和国的,共和政体的,共和主义的,有关共和的n.共和党人"
request,"vt.请求,要求n.请求,要求,邀请"
require,"vt.需要,要求,命令"
research,"n.研究,调查vi.研究,调查"
respect,"n.尊敬,敬重,注意,考虑,尊重,关系,有关,敬意vt.尊敬,尊重,不防碍"
restaurant,"n.餐馆,饭店"
result,"n.结果,成效,计算结果vi.起因,由于,以...为结果,导致"
return,"n.回来,返回,来回票,利润,回答adj.返回的,回程的,报答的,反向的,重现的vi.回返,归还vt.归还,回报,报告,获得,回答,返回"
review,"vt.回顾,复习n.回顾,复习,评论"
revolution,"n.革命,旋转"
revolutionary,adj.革命的
ripe,"adj.熟的,成熟的,时机成熟的v.成熟"
rise,"n.上升,增加,上涨,高地,小山,发生,出现vi.升起,起身,发源,起义,高耸,增长,上升,复活vt.使飞起"
robe,"n.长袍,罩衣,礼服,制服"
robot,"n.机器人,遥控设备,自动机械,机械般工作的人"
rock,"n.岩石,暗礁,石头,摇动vt.摇摆,使动摇vi.摇,摇动"
rocket,n.火箭v.飞速上升
rod,"n.杆,棒"
role,"n.角色,任务"
roll,"adj.滚动,滚转,(使)摇摆,(使)摇晃,卷起,卷拢vt.辗,轧n.(一)卷,卷形物,摇晃,摆动,名单"
romance,"n.冒险故事,浪漫史,传奇文学,风流韵事,虚构vi.写传奇,渲染,虚构"
romantic,"adj.传奇式的,浪漫的,空想的,夸大的"
roof,"n.屋顶,房顶,顶"
root,"n.根,根部,根本,根源v.(使)生根,(使)扎根,使立定不动,坚定不移,确立"
rope,"n.绳,索,绳索v.围起"
rotary,adj.旋转的
rough,"adj.粗糙的,粗略的,大致的,粗野的,粗暴的,粗略叙述的v.大体描述adv.粗糙地"
round,"n.圆,圆形物,巡回,一轮;adj.圆的,丰满的,大概的,完全的,率直的;prep.围着,附近,绕过,在...周围;vt.弄圆,使成圆形,绕行,完成,四舍五入vi.变圆,发胖,环行,拐弯,进展;adv.围绕着,循环地,在周围,迂回地,朝反方向,挨个"
row,"n.排,行v.划(船)"
rubber,"n.橡皮,橡胶"
rubbish,"n.垃圾,废物,废话"
ruin,"v.(使)破产,(使)堕落,毁灭n.毁灭,崩溃,(pl.) 废墟,遗迹"
rule,"n.规则,惯例,统治,章程,破折号,准则,标准,控制vt.规定,统治,支配,裁决vi.统治,管辖,裁定n.规则,水线"
ruler,"n.统治者,管理者,尺,直尺n.标尺,划线板,划线的人"
rumor,"n.流言,谣言,传闻vt.谣传,传闻"
rumour,"n.[亦作rumor] 谣言,传闻v.谣传"
rural,"adj.乡下的,田园的,乡村风味的,生活在农村的"
rush,"n.匆促,冲进,急流,灯芯草vi.冲,奔,闯,赶紧,涌现vt.使冲,匆忙地做,突袭,飞跃,用 灯芯草做adj.急需的"
safety,"n.安全,保险,安全设备,保险装置"
sail,"v.航行(于)vi.启航,开船n.帆,篷,航行"
sailor,"n.海员,水手,不大会晕船的人,船员"
salad,n.色拉
salary,n.薪水vt.给...加薪
sale,"n.出售,卖出,贱卖,廉价出售,销路,销售额"
salesman,"n.售货员,推销员"
sandwich,"n.夹心面包,三明治vt.夹入中间v.做成三明治"
satellite,n.人造卫星
satisfaction,"n.满意,满足,令人满意的事物"
satisfy,"vt.满足,使满意,说服,使相信v.满意,确保"
sauce,"n.沙司,酱油,调味料vt.调味,使增加趣味"
saucer,"n.茶托,碟子,茶碟"
sausage,"n.香肠,腊肠"
save,"vt.解救,保存,保全,保留,节省,储蓄vi.挽救,节省,救球 prep.除...之外n.救球 /v.[计]保存/更新"
saving,"n.存款,挽救,救助,节约adj.搭救的,挽救的,节约的,节俭的,保留的,补偿的 prep.除...之外,考虑到"
scar,"n.伤痕,疤痕v.结疤,使留下伤痕,创伤"
scarf,"n.围巾,头巾领巾,嵌接,嵌接处,切口v.围(围巾),披(头巾)嵌接"
scene,"n.现场,场面,情景,景色,发生地点,[戏剧]一场,布景,道具布置"
scholar,n.学者
scholarship,"n.奖学金,学问,学识"
school,"n.学校,学院,学习,授课,求学,全体学生,学派vt.锻炼,教育"
science,"n.科学,自然科学,理科"
scientific,adj.科学的
scientist,n.科学家
scissors,n.pl.剪刀
score,"n.得分,乐谱,抓痕,二十,终点线,刻痕,帐目,起跑线vt.把...记下,刻划,划线,获得,评价vi.记分,刻痕,得分"
scream,"v.尖声叫,尖声喊叫n.尖叫声,喊叫声"
screen,"n.屏,银幕,筛子,掩蔽物,屏风vt.掩蔽,包庇,放映,拍摄,筛vi.拍电影"
seal,"n.封铅,封条,印,图章,密封vt.封,密封n.海豹,海豹毛皮"
search,"n.搜寻,查究v.搜索,搜寻,探求,调查"
season,"n.季,季节v.(使)适应,(使)适用,调味"
seat,"n.座,座位,所在地,场所,席位vt.使坐下"
second,"n.秒,片刻,第二者,第二人,助手,次货,二等品adj.另一个,又一个 num.第二vt.赞成,支持"
secret,"n.秘密,秘诀,奥秘adj.秘密的,隐秘的,幽静的、"
secretary,"n.秘书,书记,部长,大臣"
sector,"n.部分,部门,[计]扇区,地区,象限,扇形v.使分成部分,把...分成扇形"
see,"v.看,看见,了解,领会,注意,留心,经历,阅历"
seem,"vi.象是,似乎"
