favour,"n.亲切,宠爱"
qualification,"n.资格,条件,限制,限定,赋予资格"
embassy,"n.大使及其随员,大使的派遣,大使馆,"
calorie,n.卡路里
capture,"n.捕获,战利品vt.俘获,捕获,夺取"
reptile,"n.爬虫动物,卑鄙的人adj.爬行的,爬虫类的,卑鄙的"
intelligible,adj.可理解的
resolve,"n.决心v.决心,决定,决心要,(使)分解,溶解,解决vt.解决"
congenial,"adj.性格相似的,适意的"
disruption,"n.中断,分裂,瓦解,破坏"
habitual,"adj.习惯的,惯常的"
comparative,"adj.比较的,相当的"
nevertheless," conj.然而,不过adv.仍然,不过"
blast,"n.一阵(风),一股(气流),爆炸,冲击波vt.爆炸,,毁灭,使枯萎,损害"
compensation,"n.补偿,赔偿"
vegetation,"n.[植]植被,(总称)植物、草木,(植物的)生长、呆板单调的生活"
density,n.密度
restrain,"vt.抑制,制止"
modish,"adj.流行的,时髦的"
acknowledge,"vt.承认,答谢,报偿"
nutritional,"adj.营养的,滋养的"
terrify,"vt.使恐怖,恐吓"
fibre,"n.纤维,构造,纤维制品,[植]须根"
partial,"adj.部分的,局部的,偏袒的,偏爱的n.泛音"
dimension,"n.尺寸,尺度,维(数),度(数),元"
undisguised,"adj.无伪装的,不戴假面具的,公开的"
disfigure,"v.损伤外貌,使变丑"
dispense,"vt.分发,分配"
repercussion,"n.弹回,反响,(光、声等的)反射"
barbecue,n.吃烤烧肉的野餐
allege,"vt.宣称,断言"
insecticide,n.杀虫剂
impose,"vt.征税,强加,以...欺骗vi.利用,欺骗,施影响"
clarify,"v.澄清,阐明"
vibrant,adj.振动
sift,v.详审
bolster,n.垫子v.支持
render,"vt.呈递,归还,着色,汇报,致使,放弃,表演,实施vi.给予补偿n.交纳,粉刷,打底"
epitomise,
proof,"n.证据,试验,考验,[印刷]校样adj.不能透入的,证明用的,防...的,有耐力的vt.检验,校对,使不被穿透"
inject,"vt.注射,注入"
assume,"vt.假定,设想,采取,呈现"
poverty,"n.贫穷,贫困,贫乏,缺少"
steep,"adj.陡峭的,险峻的,急剧升降的,不合理的n.悬崖,峭壁,浸渍,浸渍液v.浸,泡,沉浸"
graphic,"adj.绘画似的,图解的"
expiry,"n.满期,呼气,终了,终结"
apparatus,"n.器械,设备,仪器"
silt,"n.淤泥,残渣,煤粉,泥沙v.(使)淤塞,充塞"
clout,"n.敲打,轻叩,破布vt.叩,敲一下"
disorder,"n.杂乱,混乱,无秩序状态vt.扰乱,使失调,使紊乱"
intimate,"adj.亲密的,隐私的vt.宣布,明白表示n.熟友"
enhancer,"n.增加者,加强者,提高者"
congestion,"n.拥塞,充血"
evolve,"v.(使)发展,(使)进展,(使)进化"
inflate,"vt.使膨胀,使得意,使(通货)膨胀,使充气vi.充气,膨胀"
decrepit,adj.衰老的
incubation,"n.孵蛋,抱蛋,熟虑"
divergence,n.分歧
dismantle,v.拆除
repay,"v.偿还,报答,报复"
bargain,"n.契约,合同,成交商品,便宜货v.议价"
resistance,"n.反抗,抵抗,抵抗力,阻力,电阻,阻抗"
premier,"adj.第一的,首要的n.总理"
precedent,n.先例
secede,"vi.正式脱离或退出,分离"
tensile,"adj.可拉长的,可伸长的,[物]张力的,拉力的"
extol,v.赞美
scale,"n.刻度,衡量,比例,数值范围,比例尺,天平,等级vt.依比例决定,攀登,测量vi.剥落,生水垢,重,攀登,衡量"
vanguard,"n.前锋,先锋,领导者"
conduct,"n.行为,操行v.引导,管理,为人,传导"
stabilise,v.<主英>=stabilize
courageous,"adj.勇敢的,有胆量的"
mineral,"n.矿物,矿石"
sketch,"n.略图,草图,概略,梗概,草图,拟定vi.绘略图,素描v.勾画"
counterproductive,"adj.反生产的,使达不到预期目标的"
murky,adj.黑暗的
sufferance,n.忍耐
optimisation,
shroud,"n.裹尸布,寿衣,覆盖物,船的横桅索vt.用裹尸布裹,遮蔽,隐藏"
disqualify,vt.使丧失资格
monitor,"n.班长,监听器,监视器,监控器vt.监控v.监控"
conquer,"vt.征服,战胜,占领,克服(困难等),破(坏习惯等)"
condemn,"vt.判刑,处刑,声讨,谴责"
disturbance,"n.骚动,动乱,打扰,干扰,骚乱,搅动"
bulletin,"n.公告,报告"
irrevocable,adj.不能取消的
ancestral,"adj.祖先的,祖传的"
despoil,"vt.夺取,掠夺"
assiduous,"adj.勤勉的,刻苦的"
territory,"n.领土,版图,地域"
cooperation,"n.合作,协作"
exploit,"vt.开拓,开发,开采,剥削,用以自肥v.使用"
insane,"adj.患精神病的,精神病患者的,极愚蠢的"
positive,"adj.肯定的,实际的,积极的,绝对的,确实的adj.[数]正的adj.[电]阳的adj.[语法] 原级的"
deference,"n.顺从,尊重"
discredit,"n.无信用,疑惑,不名誉,耻辱vt.不信,怀疑,使丢脸"
deduction,"n.减除,扣除,减除额,推论,演绎"
wreak,"vt.发泄(怒火),报仇"
seam,"n.接缝,线缝,缝合线,衔接口,伤疤,层vt.缝合,接合,焊合,使留下伤痕vi.裂开,发生裂痕"
exploratory,"adj.探险的,探测的"
domestic,"adj.家庭的,国内的,与人共处的,驯服的"
division,"n.分开,分割,区分,除法,公司,(军事)师,分配,分界线"
abundance,"n.丰富,充裕,丰富充裕"
odd,"adj.奇数的,单数的,单只的,不成对的,临时的,不固定的,带零头的,余的"
appreciable,"adj.可感知的,可评估的"
havoc,"n.大破坏,浩劫vt.严重破坏"
subconscious,adj.下意识的
forge,"v.稳步前进,铸造,伪造"
preside,v.主持
feedback,"n.[无]回授,反馈,反应"
champion,"n.冠军,拥护者,战士vt.拥护,支持"
attendance,"n.出席,出席的人数,伺候,照料"
confront,"vt.使面临,对抗"
insight,"n.洞察力,见识"
accustom,vt.使习惯于
utilise,vt.<主英>=utilize
veil,"n.面纱,面罩,帐,幕,掩饰物,遮蔽物,口实,假托vt.戴面纱,隐藏,遮蔽,掩饰vi.蒙上面纱"
tempt,"vt.诱惑,引诱,吸引,使感兴趣,考验,试探"
audacious,"adj.大胆的,卤莽的,大胆创新的"
excessive,"adj.过多的,过分的,额外"
maintain,"vt.维持,维修,继续,供养,主张"
restore,"vt.恢复,使回复,归还,交还,修复,重建"
insignificant,"adj.无关紧要的,可忽略的,无意义的"
dominate,"v.支配,占优势"
enlighten,"vt.启发,启蒙,教导,授予...知识,开导,<古>照耀"
mutual,"adj.相互的,共有的"
ecology,"n.生态学,[社会]环境适应学,均衡系统"
transaction,"n.办理,处理,会报,学报,交易,事务,处理事务"
sterilise,
concept,"n.观念,概念"
comply,"vi.顺从,答应,遵守"
abstract,"n.摘要,概要,抽象;adj.抽象的,深奥的,理论的;vt.摘要,提炼,抽象化"
mingle,v.(使)混合
slide,"v.(使)滑动,(使)滑行n.滑,滑动,幻灯片"
comb,"n.梳子,梳,鸡冠,蜂巢vi.梳(发),搜索"
foil,"n.箔,金属薄片,[建]叶形片,烘托,衬托vt.衬托,阻止,挡开,挫败,贴箔于"
stall,"n.货摊,畜栏,厩,出售摊v.(使)停转,(使)停止,迟延"
deflect,"v.(使)偏斜,(使)偏转"
itinerant,adj.巡回的n.巡回者
promotion,"n.促进,发扬,提升,提拔,晋升"
displace,"vt.移置,转移,取代,置换v.转移"
nurture,"n.养育,教育,教养,营养品vt.养育,给与营养物,教养"
reveal,"vt.展现,显示,揭示,暴露"
generalise,v.<主英>=generalize
curry,"n.咖哩粉,咖哩饭菜vt.用咖哩粉调味,用马梳梳,制革"
incongruous,"adj.不调和的,不适宜的"
obsession,"n.迷住,困扰"
grill,"n.烤架,铁格子,烤肉v.烧,烤,严加盘问"
confiscate,"vt.没收,充公,查抄,征用adj.被没收的"
diploma,"n.文凭,毕业证书,证明权力、特权、荣誉等的证书,奖状"
accuracy,"n.精确性,正确度"
institute,"n.学会,学院,协会vt.创立,开始,制定,开始(调查),提起(诉讼)"
conscious,
slim,"adj.苗条的,纤细的,不足取的,无价值的,细长的v.变细,减肥"
authorise,vt.<英>=authorize
liaise,"vi.保持联络,担任联络官"
reciprocate,"v.互给,酬答,互换,报答"
plough,"n.犁v.耕,犁,犁耕,费力穿过,艰苦前进,在考试中淘汰"
hinge,"n.(门、盖等的)铰链,枢纽,关键vt.装铰链v.装以绞链,依...而转移"
innocence,n.清白
consequent,"adj.作为结果的,随之发生的"
explore,"v.探险,探测,探究"
decoration,"n.装饰,装饰品"
enslave,"v.奴役,沉溺,束缚"
creature,"n.人,动物,傀儡,创造物"
eccentric,adj.古怪n.行为古怪的人
universal,"adj.普遍的,全体的,通用的,宇宙的,世界的"
absurd,"adj.荒谬的,可笑的"
turmoil,"n.骚动,混乱"
astonish,vt.使惊讶
rescue,"vt.援救,营救n.援救,营救"
conservation,"n.保存,保持,守恒"
stamp,"n.邮票,印花,印,图章,标志,印记,跺脚,顿足v.跺(脚),顿(足),压印"
evaluate,"vt.评价,估计,求...的值v.评价"
administer,"v.管理,给予,执行"
hazard,"n.冒险,危险,冒险的事vt.冒...的危险,赌运气,使遭危险"
tactic,"n.策略,战略adj.按顺序的,排列的"
degenerate,adj.退化的v.退化
corporal,"n.<美>下士adj.肉体的,身体的"
reserve,"n.储备(物),储藏量,预备队vt.储备,保存,保留,预定,预约"
possession,"n.拥有,占有,所有,着迷,领土,领地,财产(常用复数),自制"
evoke,"vt.唤起,引起,博得"
entrust,v.委托
sponge,"n.海绵,海绵体,海绵状物,(外科用的)棉球,纱布v.用海绵等冼涤、揩拭、擦拭或清除,用海绵吸收(液体),(俗)依赖某人生活,诈取某人钱财,海绵般吸收"
symmetrical,"adj.对称的,均匀的"
formula,"n.公式,规则,客套语"
inviolable,"adj.神圣的,不可亵渎的,不可侵犯的"
seduce,v.诱使
gradient,"adj.倾斜的n.梯度,倾斜度,坡度"
procedure,"n.程序,手续"
bounce,"v.(使)反跳,弹起,(指支票)被银行退票,弹跳n.(球)跳起,弹回"
clinical,"adj.临床的,病房用的"
conceal,"vt.隐藏,隐蔽,隐瞒v.隐蔽"
imprecise,"adj.不严密的,不精确的"
swift,"n.[鸟]雨燕,(梳棉机等的)大滚筒adj.迅速的,快的,敏捷的,立刻的adv.迅速地,敏捷地"
seniority,n.资历
radius,"n.半径,范围,辐射光线,有效航程,范围,界限"
unprejudiced,"adj.公平的,无偏见的,没有成见的"
scruffy,"adj.肮脏的,不整洁的,破旧的"
logical,"adj.合乎逻辑的,合理的"
deception,"n.欺骗,诡计"
concession,n.让步
prescribe,"v.指示,规定,处(方),开(药)"
starve,vt.使饿死vi.饿得要死
considerate,adj.考虑周到的
propulsion,"n.推进,推进力"
subdue,v.征服
clone,"n.无性系,无性繁殖,克隆v.无性繁殖,复制"
superannuation,"n.领养老金退休,退休金"
addict,"vt.使沉溺,使上瘾;n.入迷的人,有瘾的人"
innovative,"adj.创新的,革新(主义)的"
inhumane,adj.残忍的
embed,"vt.使插入,使嵌入,深留,嵌入,[医]包埋"
facsimile,"n.摹写,传真"
timber,"n.木材,木料"
nomadic,adj.游牧的
scrutiny,n.详细审查
doctorate,n.博士头衔
quibble,"n.双关语,遁辞,谬论vi.以双关语说出,说模棱两可的话,说俏皮话vt.对...诡辩"
potential,"adj.潜在的,可能的,势的,位的n.潜能,潜力,电压"
continuous,"adj.连续的,持续的"
fatal,"adj.致命的,重大的,命运注定的,不幸的,致命的,毁灭性的"
revelation,"n.显示,揭露,被揭露的事,新发现,启示,揭示"
scent,"n.气味,香味,香水,线索,嗅觉,臭迹vt.闻出,嗅,发觉,循着遗臭追踪,使充满气味vi.嗅猎,发出气味"
maritime,"adj.海上的,海事的,海运的,海员的"
irresistible,"adj.不可抵抗的,不能压制的"
rusty,"adj.生锈的,迟钝的,腐蚀了的,铁锈色的,生了锈的"
molten,v.熔化adj.熔铸的
revulsion,n.抽回
antique,"n.古物,古董adj.古时的,过时的"
breakdown,"n.崩溃,衰弱,细目分类"
estate,"n.状态,不动产,时期,阶层,财产"
clarity,"n.清楚,透明"
inclusive,
negligence,n.疏忽
parasite,"n.寄生虫,食客"
mandatory,"adj.命令的,强制的,托管的"
akin,"adj.同族的,类似的"
stringent,"adj.严厉的,迫切的,银根紧的"
a large amount of,
a large number of,
a matter of course,
a variety of,
above all,
absent from,
according to,
account for,
accuse of,
act on,
add ... to ...,
add up to,
after all,
against the will of sb.,
agree with sb.,
aim at,
all of a sudden,
all the same,
all the time,
amount to,
and so forth,
anything but,
apart from,
apologise to sb.,
appeal to,
apply for,
apply to,
approve of,
arrange for,
as a matter of fact,
as a result,
as a whole,
as far as,
as follows,
as for,
as the saying goes,
as to,
as usual,
as well,
ask for,
at a glance,
at a loss,
at an end,
at any cost,
at best,
at ease,
at first,
at first hand,
at first sight,
at hand,
at last,
at least,
at length,
at once,
at one's best,
at one's convenience,
at present,
at random,
at the age of,
at the cost of,
at the expense of,
at the mercy of,
at the minute,
at the risk of,
at the same time,
at the sight of,
at this point,
at this rate,
at times,
at will,
at work,
attribute ... to ...,
be about to,
be absorbed in,
be abundant in,
be accused of,
be accustomed to,
be acquainted with,
be addicted to,
be adept at,
be afraid of,
be against,
be anxious about,
be anxious for,
be anxious to,
be apt to,
be ashamed of,
be at home in,
be attached to,
be aware of,
be based on,
be based upon,
be bent on,
be bound by,
be caught in,
be certain of,
be characteristic of,
be charged with,
be compelled to,
be composed of,
be concerned about,
be conditioned to,
be confident of,
be conscious of,
be considerate of,
be content to,
be content with,
be convicted of,
be crowded with,
be curious about,
be deficient in,
be derived from,
be determined to,
be different from,
be disappointed at,
be displaced by,
be dressed in,
be dying to,
be eager for,
be endowed with,
be engaged in,
be enthusiastic about,
be entitled to,
be envious of,
be equal to,
be equipped with,
be equivalent to,
be expected to,
be faced with,
be familiar to,
be famous for,
be fed up with,
be filled with,
be fit to,
be fond of,
be forced to,
be free from,
be free to,
be geared to,
be gifted with,
be grateful to,
be hard on,
be ignorant of,
be ill at ease,
be impressed with,
be in charge of,
be in danger,
be in demand,
be in good health,
be in the habit of,
be incapable of,
be inclined to,
be independent of,
be indifferent to,
be indispensable to,
be inferior to,
be involved in,
be jealous of,
be keen on,
be liable to,
be likely to,
be made from,
be made of,
be made up of,
be obliged to,
be occupied with,
be on good terms with,
be on bad terms with,
be on the verge of,
be open to,
be particular about,
be passionate about,
be peculiar to,
be persuaded to do,
be poor at,
be popular with,
be possessed of,
be preoccupied with,
be proficient in,
be proud of,
be ready for,
be reluctant to,
be responsible for,
be rich in,
be satisfied with,
be saturated with,
be sensible of,
be sensitive to,
be short of,
be skillful at,
be specific to,
be strict with,
be subject to,
be suffused with,
be suitable for,
be superior to,
be sure of,
be surrounded by,
be tired of,
be well off,
be willing to,
be worn out,
be worried about,
be worthy of,
be wrong with,
because of,
before long,
believe in,
believe it or not,
belong to,
beyond description,
beyond words,
bottom out,
break away from,
break down,
break into,
break out,
break the ice,
bring ... to a standstill,
bring about,
bring out,
bring up,
burn down,
burst into,
by accident,
by all means,
by birth,
by chance,
by choice,
by comparison,
by contrast,
by far,
by means of,
by nature,
by no means,
by oneself,
by the time,
by the way,
by virtue of,
by way of,
call for,
call it a day,
call off,
call on,
calm down,
can't help doing sth.,
care for,
carry out,
catch on,
catch up with,
change into,
check into,
close to,
come about,
come across,
come into being,
come into effect,
come into existence,
come into view,
come to an end,
come to light,
come to the conclusion that,
come true,
come up with,
concentrate on sth.,
consist of,
contrary to,
convince sb. to do sth.,
cope with,
correspond with,
count on,
crack down on,
cut down,
cut in,
day after day,
deal with,
dedicate oneself to,
depend on,
deprive of,
devote oneself to,
die of,
die out,
differ from,
differ in,
discriminate against,
dispose of,
distinguish from,
distract from,
do away with,
do good to,
do harm to,
do ... a favour,
do with,
dozens of,
draw attention to,
draw out,
dream of,
dress oneself,
drop in,
drop out,
due to,
each other,
earn one's living,
eat up,
end in,
end up with,
enjoy oneself,
enter into,
equip with,
except for,
face to face,
fade away,
fall in love with,
fall into,
fall off,
fall short of,
far from,
fear of,
feel at ease,
feel for,
feel free to,
feel ill at ease,
figure out,
fill in,
fill out,
fill up with,
find out,
first of all,
for a change,
for a rainy day,
for a while,
for certain,
for ever,
for instance,
for sure,
for the first time,
for the purpose of,
for the sake of,
forget doing,
forget to do,
from ... point of view,
from now on,
from time to time,
get acquainted with,
get along with,
get down to,
get in contact with,
get into,
get lost,
get married,
get ready for,
get rid of,
get through with,
get to,
get used to,
give away,
give birth to,
give in to,
give rise to,
give sb. a hand,
give up,
give way to,
go bad,
go bankrupt,
go by,
go Dutch,
go on,
go out,
go over,
go through,
go wrong,
graduate from,
hand in,
hand in hand,
hang up,
have ... in mind,
have a good command of,
have a monopoly over,
have a weakness for,
have an effect on,
have an eye for,
have an impact on,
have an influence on,
have confidence in,
have difficulty in,
have every reason to,
have faith in,
have little to do with,
have no choice but to,
have no idea,
have nothing to do with,
have the authority to do,
have the right to do,
head for,
hear from,
hear of,
help oneself to,
help ... with ...,
hit on,
hold on,
hold one's breath,
hold onto,
hold up,
impose a burden on,
in a hurry,
in a minute,
in a panic,
in a second,
in a sense,
in a word,
in accordance with,
in addition to,
in advance,
in brief,
in case of,
in common,
in comparison with,
in consequence,
in contrast,
in detail,
in earnest,
in effect,
in exchange for,
in fact,
in fashion,
in favour of,
in full,
in general,
in good condition,
in harmony with,
in haste,
in honour of,
in line with,
in need,
in no time,
in obedience to,
in order,
in other words,
in part,
in particular,
in person,
in practice,
in progress,
in proportion to,
in prospect,
in public,
in regard to,
in return for,
in search of,
in season,
in short,
in spite of,
in succession,
in terms of,
in the dark,
in the end,
in the face of,
in the first place,
in the future,
in the light of,
in the long run,
in the meantime,
in the name of,
in the process of,
in the way,
in the world,
in turn,
in vain,
in view of,
indulge in,
inform about,
inform of,
insist on,
instead of,
intend to do sth.,
just around the corner,
just in case,
keep ... to oneself,
keep an eye on,
keep away from,
keep company with,
keep early hours,
keep in mind,
keep in touch with,
keep on,
keep one's word,
keep to,
keep track of,
keep up with,
kill time,
lack of,
lay aside,
lay off,
learn ... by heart,
leave behind,
let alone,
let down,
lie in,
live on,
long for,
look after,
look back on,
look down upon,
look for,
look forward to,
look into,
look over,
look up,
lose face,
lose one's way,
lose sight of,
major in,
make a choice,
make a contribution to,
make a difference,
make a face,
make a fool of oneself,
make a noise,
make a point of,
make allowance for,
make an appointment,
make an effort,
make both ends meet,
make friends with,
make fun of,
make money,
make no difference,
make one's living,
make oneself at home,
make oneself heard,
make oneself understood,
make out,
make progress,
make sense,
make sure,
make the most of,
make up,
make up for,
make up one's mind,
make use of,
make way for,
meet the demands,
mistake ... for ...,
more or less,
move to,
no less than,
no longer,
no more than,
none of one's business,
nothing but,
now and then,
object to,
of great interest,
of great use,
of one's own,
on a large scale,
on account of,
on an average,
on and off,
on behalf of,
on board,
on business,
on condition that,
on duty,
on foot,
on no account,
on occasions,
on one's own,
on one's way to,
on purpose,
on second thought,
on the contrary,
on the other hand,
on the spot,
on the whole,
on time,
once and for all,
one after another,
or else,
out of bounds,
out of control,
out of date,
out of fear,
out of reach,
out of season,
out of sight,
out of the question,
out of work,
over and over again,
owe ... to ...,
owing to,
part from,
part with,
participate in,
pass away,
pass by,
pass on ... to ...,
pay a visit to,
pay attention to,
pay for,
persist in,
persuade ... into,
persuade ... out of,
pick up,
place emphasis on,
play a joke on,
play a role,
play an important role,
play an important part in,
plenty of,
point of view,
point out,
pose a threat to,
prefer ... to ...,
prepare for,
prevent ... from doing,
prohibit ... from doing,
prove to be,
provide ... with ...,
pull up,
push forward,
put an end to,
put aside,
put away,
put forth,
put in prison,
put into effect,
put into practice,
put off,
put on,
put pressure on,
quite a few,
rather than,
reach for,
react to,
recover from,
refer to,
reflect on,
rely on,
remember to do,
remind of,
resort to,
respond to,
rest on,
restrain ... from doing,
result from,
result in,
right away,
ring up,
rob ... of ...,
run a risk,
run across,
run for,
run into,
run out of,
run over,
scold ... for ...,
search for,
see sb. off,
see to it that,
see to sth.,
seek for,
sell out,
send for,
separate ... from ...,
set a good example,
set about,
set forth,
set free,
set off,
set up,
settle down,
shake hands,
share with,
show around,
show off,
show up,
single out,
slack off,
so far,
sooner or later,
speak ill of,
speak out,
specialise in,
spend ... in doing,
spend ... on sth.,
stand by,
stand for,
stand in the way of,
stand on one's own feet,
stand out,
stand up for,
stare at,
starve to death,
stay away from,
stay up late,
stem from,
step by step,
stick to,
stop doing sth.,
stop to do sth.,
struggle for,
substitute for sth.,
succeed in,
succeed to,
such as,
suffer from,
supply with,
suspect of,
sympathise with,
take ... by surprise,
take ... by the hand,
take ... for example,
take ... for granted,
take ... into consideration,
take a chance,
take a look at,
take a risk,
take a spin,
take a trip,
take advantage of,
take after,
take away,
take care of,
take charge of,
take courage,
take hold of,
take in,
take it easy,
take it seriously,
take leave of,
take measures to,
take note of,
take notice of,
take off,
take offense,
take on,
take one's time,
take over,
take pains,
take part in,
take place,
take steps,
take the initiative in,
take the lead,
take the place of,
take the trouble to,
take to,
take turns,
take up,
talk over,
talk ... into doing ...,
tell from,
tend to,
than ever before,
thanks to,
that is to say,
think highly of,
think little of,
think over,
think twice,
think up,
throw oneself into,
time after time,
to be frank with you,
to some extent,
try on,
try one's best,
turn a deaf ear to,
turn away,
turn back,
turn down,
turn into,
turn off,
turn out,
turn to ... for ...,
turn up,
under no circumstances,
under the control of,
under way,
up to,
wait for,
wait on,
wake up,
warn ... of ...,
watch out,
wear out,
well off,
what is more,
wipe out,
with ease,
with regard to,
within reach,
without fail,
without limit,
word by word,
work on,
work one's way,
work out,
would rather,
write down,
write to,
yield to,
