abatement,n.消除
irritating,"adj.使愤怒的,刺激的,气人的"
isolate,"vt.使隔离,使孤立,使绝缘,离析n.隔离种群"
iterate,"vt.反复说,重申,重述"
itinerant,adj.巡回的n.巡回者
jaded,"adj.疲倦不堪的,厌倦的"
jeopardize,v.危害
jest,"n.笑话,俏皮话vi.嘲笑,开玩笑vt.嘲笑"
jocular,adj.诙谐的
jolting,
journalistic,"adj.新闻事业的,新闻从业员的,新闻工作者的"
jubilant,"adj.欢呼的,喜悦的,喜洋洋的"
judicious,adj.明智的
jumble,"v.混杂,搞乱n.混乱"
juncture,n.接合点
justifiable,adj.有理由的
justify,v.证明...是正当的
juvenile,"adj.青少年的,幼稚的n.青少年,少年读物"
keen,"adj.锋利的,敏锐的,敏捷的,热心的,渴望的"
kidney,"n.肾,(动物可食用的)腰子,个性,性格"
misalliance,"n.不适当的结合,不适当的婚姻"
misanthrope,"n.厌恶人类的人,不愿与人来往者"
misapprehension,"n.误会,误解"
mischievous,"adj.有害的,恶作剧的,淘气的,为害"
misconstrue,"vt.误解,曲解"
misdirect,"vt.误导,写错地址"
miserable,"adj.痛苦的,悲惨的,可怜"
misery,
misnomer,"n.用词不当,[律](在诉讼等中)写错姓名(或地名)"
misogyny,n.[心]厌恶女人
mite,"n.微小的东西,<口>小孩,力所能及的微小贡献"
mitigant,"adj.缓和的,减轻的"
mitigate,v.减轻
moderately,adv.适度地
modernize,v.使现代化
modest,"adj.谦虚的,谦让的,适度的"
modestly,"adv.谨慎地,适当地"
modifier,"n.修正的人,改造者,[语]修饰语,修饰成分"
modify,"vt.更改,修改v.修改"
modulate,"vt.调整,调节,(信号)调制"
moisten,vt.弄湿vi.变潮湿
molecular,"adj.[化]分子的,由分子组成的"
mollify,v.平息
molten,v.熔化adj.熔铸的
momentarily,adv.即刻
momentous,"adj.重大的,重要的"
monetary,"adj.货币的,金钱的"
monochromatic,"adj.[物]单色的,单频的"
monolith,"n.独块巨石,整体塑制品"
monopolize,"vt.独占,垄断"
monotony,"n.单音,单调,千篇一律"
monumental,"adj.纪念碑的,纪念物的,不朽的,非常的"
moralistic,"adj.道学的,说教的,教训的"
moratorium,"n.延期偿付,延期偿付期间"
morbid,"adj.病的,由病引起的,病态的,恐怖的"
mordant,"n.媒染,媒染剂,金属腐蚀剂,金属箔粘着剂adj.讽刺的,媒染性的,有腐蚀性的vt.以媒染剂处理"
morose,"adj.郁闷的,乖僻的"
mortality,n.死亡率
mortify,"vt.克服,苦修,使苦恼vi.制欲,苦行,坏死"
motif,"n.主题,主旨,动机,图形"
motivate,v.激发
motley,"adj.杂色的,五颜六色的,穿染色衣的,混杂的n.杂色,杂色衣服,混杂,小丑"
mournful,adj.悲哀的
movement,"n.运动,动作,运转,乐章"
muddle,"vt.混合,使微醉,使咬字不清晰,鬼混vi.胡乱对付n.困惑,混浊状态,糊涂"
multicellular,adj.多细胞的
multifaceted,
multiple,"adj.多样的,多重的n.倍数,若干v.成倍增加"
multiply,"v.繁殖,乘,增加"
mundane,"adj.世界的,世俗的,平凡的"
munificence,"n.宽宏大量,慷慨给与"
munificent,"adj.宽宏的,慷慨的"
mural,"adj.墙壁上的n.壁画,壁饰"
murderous,"adj.杀人的,造成死亡的,<口>非常危险的(或困难,难受)的"
murky,adj.黑暗的
mutable,"adj.易变的,性情不定的"
myriad,"n.无数,无数的人或物,<诗>一万adj.无数的,一万的,种种的"
mystic,"adj.神秘的,神秘主义的n.神秘家,神秘主义的鼓吹者"
mysticism,"n.神秘,神秘主义,谬论"
mythic,"adj.神话的,虚构的"
naivete,"n.天真烂漫,纯真无邪"
narcotic,"n.麻醉药,致幻毒品,镇静剂adj.麻醉的,催眠的"
narrative,adj.叙述性的n.叙述
narrow,"n.狭窄部分,海峡,隘路adj.狭窄的,精密的,严密的,有限的,气量小的,勉强的,眼光短浅的vi.变窄vt.使变狭窄,使缩小"
natty,adj.整洁的
naturalistic,"adj.自然的,自然主义的,博物学的"
navigate,"vi.航行,航海,航空vt.航行于,驾驶,操纵,使通过"
nebulous,"adj.星云的,云雾状的,模糊的,朦胧的"
negate,"vt.否定,打消"
negligent,"adj.疏忽的,粗心大意的"
negligible,"adj.可以忽略的,不予重视的"
negligibly,
negotiable,adj.可通过谈判解决的
negotiate,"v.(与某人)商议,谈判,磋商,,买卖,让渡(支票、债券等),通过,越过"
neolithic,adj.新石器时代的
neutron,n.中子
newsworthy,adj.有报导价值的
nibble,"n.半位元组,细咬,轻咬,啃v.一点一点地咬,细咬,吹毛求疵"
nocturnal,"adj.夜的,夜曲的"
noisome,"adj.有害的,有毒的"
nomadic,adj.游牧的
nominally,"adv.有名无实地,名义上地"
nonchalance,n.冷淡
nonchalant,adj.冷淡的
nonchalantly,"adv.漠不关心地,冷淡地"
noncommittal,"adj.不明朗的,不承担义务的"
nonconformist,"n.非国教徒,不遵奉英国国教的基督新教徒adj.不信奉英国国教的"
nonentity,n.不存在
nonflammable,adj.不燃烧的
nonplussed,
nonporous,
nonradioactive,
nonsensical,"adj.无意义的,荒谬的"
nonthreatening,
nonviable,adj.无法生活的
nostalgia,"n.思家病,乡愁,向往过去,怀旧之情"
notable,"adj.值得注意的,显著的,著名的"
notate,"vt.以符号表示,把.....写成记号(或标志)"
notch,"n.槽口,凹口vt.刻凹痕,用刻痕计算,开槽,切口,得分n.<美语>山间小路,刻痕,峡谷"
notoriety,"n.恶名,丑名,声名狼藉,远扬的名声"
notorious,adj.声名狼籍的
notoriously,
novelty,"n.新颖,新奇,新鲜,新奇的事物"
novice,"n.新手,初学者"
nuance,n.细微差别
nubile,adj.适婚的
null,"adj.无效力的,无效的,无价值的,等于零的n.零,空,零迅号"
numerous,"adj.众多的,许多的,无数的"
nurture,"n.养育,教育,教养,营养品vt.养育,给与营养物,教养"
nutrient,adj.有营养的
nutritional,"adj.营养的,滋养的"
nutritious,"adj.有营养成分的,营养的"
obdurate,"adj.冷酷无情的,顽固的,执拗的"
obese,"adj.肥胖的,肥大的"
obfuscate,"vt.使模糊,使迷乱"
obligated,
obligatory,"adj.义不容辞的,必须的"
obliging,"adj.亲切的,有礼貌的,愿意帮人忙的"
obliqueness,
obliterate,"vt.涂去,删除,使湮没"
oblivious,"adj.遗忘的,忘却的,健忘的"
obscure,"adj.暗的,朦胧的,模糊的,晦涩的vt.使暗,使不明显"
obscurity,"n.阴暗,朦胧,偏僻,含糊,隐匿,晦涩,身份低微"
obsequious,"adj.谄媚的,奉承的,拍马屁的"
obsequiousness,
observant,"n.奉行者,遵守法律或规章、习俗的人adj.深切注意的"
obsessed,
obsolescent,adj.荒废的
obstacle,"n.障碍,妨害物"
obstinacy,n.固执
obstinateness,
obstruct,"v.阻隔,阻塞,遮断(道路、通道等)n.阻碍物,障碍物"
obtainable,"adj.能得到的,可到手的"
obviate,"vt.消除,排除(危险、障碍等),回避,预防,避免"
obvious,"adj.明显的,显而易见的"
occasional,"adj.偶然的,非经常的,特殊场合的,临时的"
occupation,"n.职业,占有,占有(房屋等)期间"
odious,"adj.可憎的,讨厌的"
odorless,adj.无嗅的
offhand,"adj.即时的,无准备的,唐突的adv.即时地,随便地"
officious,"adj.多管闲事的,非官方的,非正式的"
off-key,
offspring,"n.(单复数同形)儿女,子孙,后代,产物"
offstage,"n.舞台内部,舞台后面"
oligarch,n.寡头政治执政者
ominous,"adj.预兆的,恶兆的,不吉利的"
omit,"vt.省略,疏忽,遗漏"
omnipotent,"adj.全能的,无所不能的"
onerous,"adj.繁重的,费力的,负有法律责任的"
ongoing,adj.正在进行的
opacity,n.不透明性
opalescent,adj.乳白色的
operable,adj.可操作的
operative,"adj.运转着的,有效验的,手术的,实施的"
opinionated,"adj.固执己见的,武断的"
opponent,"adj.对立的,对抗的n.对手,反对者"
opportune,"adj.(指时间)凑巧的、恰好的,(指行动或事件)及时、适宜的"
opposed,"adj.反对的,敌对的"
opposite,"adj.相对的,对面的,对立的,相反的,对等的,对应的n.相反的事物"
oppressive,"adj.压制性的,压迫的,沉重的,难以忍受的"
opprobrious,"adj.嘴不干净的,无礼的,粗野的,该骂的,可耻的"
optical,"adj.眼的,视力的,光学的"
optimal,"adj.最佳的,最理想的"
optimism,"n.乐观,乐观主义"
optimist,"n.乐天派,乐观者"
optimistic,adj.乐观的
optimum,n.最适宜adj.最适宜的
opulent,"adj.富裕的,丰富的,丰饶的,繁茂的"
orbital,"adj.轨道的,眼窝的"
orchestrate,v.编管弦乐曲
ordeal,"n.严酷的考验,痛苦的经验,折磨"
ordinary,"adj.平常的,普通的,平凡的n.[律] 推事,<英>[宗]罪犯的忏悔牧师"
organism,"n.生物体,有机体"
original,"adj.最初的,原始的,独创的,新颖的n.原物,原作"
ornamental,"n.装饰物,观赏植物adj.装饰性的,装饰的,装饰用的"
ossify,"vt.使骨化,使硬化vi.骨化,硬化,变得无情"
ostentation,"n.卖弄,夸耀,摆阔,风头主义"
ostentatious,"adj.装饰表面的,卖弄的"
ostracize,"vt.(古希腊)贝壳放逐法,放逐,排斥"
oust,"vt.剥夺,取代,驱逐"
outburst,"n.(火山、感情等)爆发、喷出,突发,破裂"
outdated,"adj.过时的,不流行的"
outgoing,"n.外出,开支,流出adj.即将离职的,对人友好的 喜欢外出的"
outgrow,"vt.过大而不适于,出生,长出,年久丧失(某种习惯,兴趣等)"
outgrowth,"n.长出,派出,结果,副产物"
outlast,"vt.比...长久,比...活得长"
outline,"n.大纲,轮廓,略图,外形,要点,概要vt.描画轮廓,略述"
outlying,"adj.无关的,题外的,边远的,偏僻的"
outmoded,adj.过时的
outspoken,adj.坦率直言的
outstrip,v.超过
outweigh,v.在重量(或价值等)上超过
oval,"adj.卵形的,椭圆的n.卵形,椭圆形"
overawe,"vt.威慑,威震"
overbalance,v.失去平衡
overbear,v.压服
overblown,"adj.停息的,盛开过的"
overcast,"n.覆盖,多云的天adj.阴天的,阴暗的,愁闷的,忧郁的vt.使阴暗vi.阴暗起来"
overconfident,"adj.过于自信的,自负的"
overcrowd,"vt.容纳过多的人,使过度拥挤"
overdraw,v.透支
overdue,adj.迟到的
overemphasize,v.过分强调
overestimate,"vt.评价过高n.估计的过高,评价的过高,"
overinflated,"adj.过于膨胀的,特大的"
overlap,v.(与...)交迭
overload,"vt.使超载,超过负荷n.超载,负荷过多"
overlook,"vt.俯瞰,耸出,远眺,没注意到n.眺望,俯瞰中的景色"
overpower,"vt.制服,压倒,供给...过强的力量"
overpowering,"adj.无法抵抗的,压倒性的"
overrate,vt.对估价过高
override,"vt.制服,践踏,奔越过,蹂躏,不顾,不考虑(某人的意见,决定,愿望等)n.代理佣金"
overrule,"vt.驳回,否决,支配,制服"
overshadow,"v.遮蔽,使...失色"
overstate,"vt.夸大的叙述,夸张"
overt,"adj.明显的,公然的"
overtax,"vt.课税过重,使负担过度"
overtire,vt.使过度疲劳
overturn,"n.倾覆,破灭,革命vt.推翻,颠倒vi.翻倒n.翻转,毁灭"
overwhelm,"vt.淹没,覆没,受打击,制服,压倒"
overwrought,"adj.过度紧张的,过劳的"
pacifist,n.和平主义者
pack,"n.包裹,<贬>一群,一副,背包,包装vt.包装,捆扎,塞满,压紧,挑选vi.包装货物,挤,群集,被包装 背包"
packed,
paean,"n.欢乐歌,赞美歌"
painstakingly,
palatable,adj.美味的
paleolithic,adj.旧石器时代的
palpable,"adj.可触知的,明显的"
paltry,"adj.不足取的,无价值的,琐碎的,下贱的"
panacea,n.万能药
pancreas,n.[解]胰腺
pantomime,"n.手势,哑剧,舞剧v.打手势,演哑剧"
parable,"n.寓言,比喻"
paradigm,n.范例
paradox,"n.似非而是的论点,自相矛盾的话"
paradoxical,adj.荒谬的
paragon,n.模范
paramount,adj.极为重要的
paraphrase,v.解释n.解释
parasite,"n.寄生虫,食客"
parasitic, 寄生的
parliamentary,adj.议会的
parody,"n.模仿滑稽作品,拙劣的模仿vt.拙劣模仿"
parsimony,"n.过度节俭,吝啬"
partiality,n.偏爱
participate,"vi.参与,参加,分享,分担"
participation,"n.分享,参与"
particular,"n.细节,详细adj.特殊的,特别的,独特的,详细的,精确的,挑剔"
particularity,n.特性
particulate,n.微粒adj.微粒的
partisan,n.游击队
passionate,adj.充满热情的
passively,"adv.被动地,顺从地"
pathological,"adj.病理的,病态的"
patience,"n.耐性,忍耐 Patience 佩兴斯(女子名)"
patriarchal,"adj.家长的,族长的"
patronage,"n.保护人的身份,保护,赞助,光顾"
patronize,v.资助
patronizing,"adj.俨然以恩人态度的,要人领情的"
paucity,n.极小量
peculiar,"adj.奇特的,罕见的,特殊的n.特有财产,特权"
pecuniary,"adj.金钱的,金钱上的,应罚款的"
pedagogic,"adj.教师的,教育学的,教授法的"
pedant,n.学究式人物
pedantry,"n.炫学,假装学者,卖弄学问"
pedestrian,"n.步行者adj.徒步的,呆板的,通俗的"
peerless,"adj.出类拔萃的,无可匹敌的"
peevish,"adj.易怒的,暴躁的,带怒气的,倔强的"
pejorative,"adj.变坏的,轻蔑的n.轻蔑语"
penal,adj.刑事的
penalize,v.处罚
penchant,"n.(强烈的)倾向,趣味"
pending,adj.未决的
penetrating,"adj.敏锐的,明察秋毫的,(指声音、喊叫等)尖锐的"
penitent,adj.悔过的n.悔罪者
pensive,adj.沉思的
perception,"n.理解 感知,感觉 DPS公司出的数字影像压缩卡"
perceptive,adj.有理解的
perennial,"adj.四季不断的,终年的,长期的,永久的,(植物)多年生的"
perfervid,adj.非常热心的
perfidious,adj.背信弃义的
perfume,"n.香味,芳香,香水vt.使发香,洒香水于,发香味"
perfunctory,adj.马马虎虎的
perilous,adj.危险的
periodic,"adj.周期的,定期的"
peripatetic,"adj.逍遥学派的,走来走去的n.走来走去的人,逍遥学派的人"
peripheral,adj.外围的n.外围设备
periphery,n.外围
perishable,adj.容易腐烂的
permeable,"adj.有浸透性的,能透过的"
permeate,"vt.弥漫,渗透,透过,充满vi.透入"
permissive,adj.许可的
pernicious,adj.有害的
perpendicular,"adj.垂直的,正交的n.垂线"
perpetrate,v.犯
perpetuate,"vt.使永存,使不朽"
perquisite,"n.额外补贴,临时津贴"
persevere,v.坚持
persist,"vi.坚持,持续"
personally,adv.亲自
perspective,"n.透视画法,透视图,远景,前途,观点,看法,观点,观察"
perspicacious,adj.颖悟的
perspicuous,"adj.明白的,明了的"
perspire,"v.出汗,流汗,分泌,渗出"
persuasive,"n.说服者,劝诱adj.善说服的"
pertinent,"adj.有关的,相干的,中肯的"
pervade,v.遍及
pervasive,adj.普遍深入的
pesticide,n.杀虫剂
pestilential,adj.引起瘟疫的
petroleum,n.石油
petulant,"adj.脾气坏的,使性子的"
pharmaceutical,
phenomenal,"adj.显著的,现象的,能知觉的"
philanthropic,adj.博爱的
philistine,"n.(中东古国)腓力斯人,仇敌,俗气的人adj.非利士的,俗气的,无教养的"
philosophic,"adj.哲学的,贤明的"
phlegmatic,"adj.冷静的,冷淡的"
phobia,"n.恐怖病,恐怖症"
phonetic,"adj.语音的,语音学的,表示语音的"
photosensitive,adj.[物] 感光性的
photosynthesis,n.光合作用
physical,"adj.身体的,物质的,自然的,物理的n.体格检查"
physiological,"adj.生理学的,生理学上的"
picturesque,adj.独特的
piercing,"adj.刺骨的,刺穿的"
piety,"n.虔诚,孝行"
pilgrim,"n.圣地朝拜者,朝圣"
pine,"n.松树,树木v.消瘦,憔悴,渴望,渴慕"
pinpoint,n.精确adj.极微小的v.查明
pious,"adj.虔诚的,尽责的"
piousness,
pitcher,"n.(带柄和倾口的)大水罐,(棒球)投手"
pitfall,n.缺陷
pithy,"adj.有髓的,精练的"
pitiful,adj.令人同情的
pivotal,"adj.枢轴的,关键的"
placate,v.安抚
placebo,"n.为死者所诵的晚祷词,安慰剂"
placid,adj.平静的
plainspoken,adj.直言不讳的
plaintive,"adj.悲哀的,哀伤的"
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
platitude,n.陈词滥调
platitudinous,"adj.平凡的,陈腐的"
plausible,adj.似是而非的
plethora,"n.过剩,过多,多血症"
pliable,"adj.易曲折的,柔软的,圆滑的,柔韧的"
pliant,n.顺从
plot,"n.小块土地,地区图,图,秘密计划(特指阴谋),(小说的)情节.结构vt.划分,绘图,密谋vi.密谋,策划"
plumb,"n.铅锤,铅弹adj.垂直的vt.使垂直,用铅增加重量,探测vi.垂直"
plump,"adj.圆胖的,丰满的,鼓起的vt.突然放下,使丰满,使鼓起vi.变丰满,鼓起adv.使发胖(或鼓起)的东西,鼓鳃物,沉重(或突然)坠落,沉重地,突然地,坦白地n.扑通声"
plunge,"n.跳进,投入vi.投入,跳进,陷入vt.使投入,使插入,使陷入"
poignant,"adj.令人痛苦的,(味觉、嗅觉方面)刺激的、辛辣的,尖锐的,剧烈的"
poise,"n.平衡,均衡,姿势,镇静,砝码vt.使平衡,使悬着,保持...姿势vi.平衡,悬着,准备好,犹豫"
polar,"adj.[天]两极的,极地的,南辕北辙的,南极的,(北极星似的)指引的,极性的,北极的n.极线,极面"
polarize,"v.(使)偏振,(使)极化,(使)两极分化"
polish,"n.磨光,光泽,上光剂,优雅,精良vt.擦亮,发亮,磨光,推敲vi.发亮,变光滑adj.波兰的n.波兰人 Polish 波兰(Poland)的"
polite,"adj.有礼貌的,客气的,有教养的,文雅的"
politically,"adv.政治上,贤明地"
pollen,n.花粉vt.传授花粉给
pollinate,vt.对...授粉
pomposity,"n.华丽,夸耀"
pompous,adj.华而不实的
ponderous,"adj.沉重的,笨重的,冗长的,沉闷的,(指问题等)呆板的"
pop,"n.取出,砰然声,枪击,流行乐曲;adj.流行的,热门的,通俗的;vt.开枪打,抛出,取出,突然伸出,突然行动;adv.突然,砰地;vi.发出爆裂声,爆开,射击,突然出现,瞪大;n.<口>汽水;Post Office Protocol,电子邮件协议"
populous,"adj.人口多的,人口稠密的"
porous,adj.多孔渗水的
portend,v.预示
portray,v.描绘
positive,"adj.肯定的,实际的,积极的,绝对的,确实的adj.[数]正的adj.[电]阳的adj.[语法] 原级的"
possess,"vt.占有,拥有,持有,摆布,支配"
possessed,"adj.着魔的,疯狂的"
postdate,vt.填迟...的日期n.事后日期
posthumous,"adj.死后的,身后的,作者死后出版的,遗腹的"
posthumously,
postoperative,adj.手术后的
postulate,"n.假定,基本条件,基本原理vt.要求,假定vi.要求"
postwar,adj.战后的
potable,adj.适于饮用的n.饮料
potent,"adj.有力的,有效的"
potential,"adj.潜在的,可能的,势的,位的n.潜能,潜力,电压"
potshot,"n.v.乱射,射击,肆意抨击"
potted,"adj.盆栽的,瓶或罐装的,浓缩的"
pottery,"n.陶器,陶器场"
pounce,v.突袭n.突袭
pragmatic,"adj.国事的,团体事务的,实际的,注重实效的"
