triumph,"n.胜利,成功v.获得胜利"
trade,"n.贸易,商业,交易,生意,职业,行业,[气]信风,顾客vi.交易,买卖,经商,对换,购物vt.用...进行交换"
trademark,n.商标
tradition,"n.传统,惯例"
trail,"n.踪迹,痕迹,形迹vt.跟踪,追踪,拉,拖,拖拉,(指植物)蔓生,蔓延,(指人)没精打采地走"
training,"n.训练,练习adj.训练的"
traitor,"n.叛逆者,叛国者"
tram,"n.有轨电车,电车轨道,煤车,吊车v.乘电车"
trap,"n.圈套,陷阱,诡计,活板门,存水弯,汽水闸,(双轮)轻便马车vi.设圈套,设陷阱vt.诱捕,诱骗,计捉,设陷,坑害,使受限制"
trash,"n.无价值之物,无聊的作品,垃圾,废物"
travel,"v.旅行,传播vi.行进,传播n.旅行"
tray,"n.盘,碟,盘子"
treason,"n.叛逆,通敌,背信,叛国罪"
treat,"n.宴请,款待,请客vt.视为,对待,论述,治疗,款待vi.交涉,谈判,协商,款待,作东"
treaty,"n.条约,谈判"
trench,"n.沟渠,堑壕,管沟,电缆沟,战壕v.掘沟,挖战壕"
trial,"n.试验,考验,审讯,审判"
triangle,"n.[数]三角形,三人一组,三角关系"
trick,"n.诡计,骗局,恶作剧,窍门,诀窍vt.欺骗,哄骗"
trifle,"n.琐事,少量,蛋糕,小事v.开玩笑,玩弄,闭混,浪费,嘲弄"
trigger,"vt.引发,引起,触发n.板机"
trim,"adj.整齐的,整洁的vt.整理,修整,装饰"
triple,"n.三倍数,三个一组adj.三倍的vt.三倍与vi.增至三倍"
trolley,"n.电车,(电车)滚轮,手推车,手摇车,台车vt.用手推车运vi.乘电车"
troop,"n.群,组,多数,军队vi.群集,结队,成群而行vt.把(骑兵)编成骑兵连"
tropic,"n.[天](天球的)回归线,热带adj.热带的"
trouble,"n.烦恼,麻烦,动乱,纠纷,疾病,故障,问题vt.(使)烦恼,麻烦,打扰,麻烦自己,费神,费心"
troublesome,"adj.麻烦的,讨厌的,棘手的"
trumpet,n.喇叭
trunk,"n.干线,树干,躯干,箱子,主干,象鼻vt.把...放入旅行箱内adj.树干的,躯干的,干线的,箱形的"
trust,"vt.信任,信赖,盼望,希望,赊卖,热望,切望n.(～ in) 信任,信赖"
truth,"n.事实,确实,真理,原理"
try,"n.尝试v.试,试图,努力,试验,磨难,考验,审问"
tub,
tube,"n.管,管子,[英] 地铁,<美> 电子管,显象管"
tuck,"n.缝摺,活力,鼓声,船尾突出部下方,食物(尤指点心、蛋糕)vt.打摺,卷起,挤进,塞,使隐藏vi.折成摺子,缩拢"
Tuesday,
tug,"v.用力拖,吃力地搬运,苦干,用拖轮拖,拖拉n.拖,苦干,拖船,(牵引用的)绳索"
tuition,n.学费
tumor,
tunnel,"n.隧道,地道"
turbine,n.涡轮
turkey,"n.火鸡,无用的东西 Turkey 土耳其"
turn,"n.转动,旋转,转变方向,轮流,时机,(一)回,倾向,癖性v.(使)转动,翻转,扭转,(使)变质,超过(年龄,数量等),车(成)"
turnover,"n.翻覆,翻折,半圆卷饼,流通量,营业额,周转adj.有一部分翻转的,可翻转的"
tutor,"n.家庭教师,(大学)指导教师,助教,监护人,辅导教师v.辅导"
twin,"n.双胞胎中一人,孪生子adj.双胞胎的,一对的,相似的vi.生双胞胎,成对vt.孪生,使成对"
twinkle,"v.闪烁,闪耀,(使)闪光n.闪烁,发光,牛眼"
twist,"n.一扭,扭曲,盘旋,曲折,歪曲,手法,螺旋状vt.拧,扭曲,绞,搓,捻,使苦恼,使转动,编织vi.扭弯,扭曲,缠绕,扭动,呈螺旋形"
type,"n.类型,典型,模范,[印刷]活字,铅字v.打字,测定(血等)类型"
typhoon,n.[气] 台风
typical,"adj.典型的,象征性的"
typist,n.打字员
ugly,"adj.丑陋的,难看的"
ultraviolet,"adj.紫外线的,紫外的n.紫外线辐射"
umbrella,"n.伞,雨伞,庇护"
uncle,"n.伯父,叔父,姨丈,援助者"
uncover,"vt.揭开,揭露v.揭示"
undo,"vt.解开,松开v.取消 撤消"
undoubtedly,"adv.无庸置疑地,的确地"
uneasy,"adj.心神不安的,不自在的,不稳定的,不舒服的adv.心神不安地,不自在地,不稳定地"
unemployment,"n.失业,失业人数"
unfortunately,adv.不幸地
uniform,"adj.统一的,相同的,一致的,始终如一的,均衡的n.制服vt.使成一样,使穿制服"
unify,"vt.统一,使成一体"
unit,"n.个体,(计量)单位,(军队的)部队单位,[数学]最小的整数"
unite,"v.联合,团结"
unity,"n.团结,联合,统一,一致"
universal,"adj.普遍的,全体的,通用的,宇宙的,世界的"
universe,"n.宇宙,世界,万物,领域"
university,n.(综合)大学
unless," conj.如果不,除非"
unlike,"adj.不同的,不相似的 prep.不象...,和...不同"
unlikely,"adj.未必的,不太可能的,靠不住的"
unload,"vi.卸货,退子弹vt.摆脱...之负担,倾销,卸"
until," prep.到...为止,在...以前 conj.到...为止,在...以前,直到...才"
unusual,"adj.不平常的,与众不同的,不寻常的"
up,"adv.向上,到(较高的地方,北方),起来,起床 prep.向上,在上,沿adj.向上的,上行的"
useful,"adj.有用的,有益的,有帮手的"
vacuum,"n.真空,空间,真空吸尘器adj.真空的,产生真空的,利用真空的vt.用真空吸尘器打扫"
valley,"n.(山)谷,流域"
valuable,"adj.贵重的,有价值的,颇有价值的"
valve,"n.阀,[英] 电子管,真空管"
van,
vapor,"n.水汽,水蒸气,无实质之物vi.蒸发,自夸vt.使蒸发n.自夸者"
vase,"n.花瓶,瓶"
vast,"adj.巨大的,辽阔的,大量的,巨额的"
vegetarian,"n.素食者,食草动物adj.素食的"
vegetation,"n.[植]植被,(总称)植物、草木,(植物的)生长、呆板单调的生活"
versus," prep.对(指诉讼,比赛等中),与...相对"
very,"adv.很,甚,及其,非常,完全adj.真正的,真实的,恰好的,绝对的,十足的,特别的"
vessel,"n.船,容器,器皿,脉管,导管"
vest,"n.汗衫,背心,内衣vt.使穿衣服,授予vi.穿衣服,归属"
veteran,"n.老兵,老手,富有经验的人,退伍军人adj.老兵的,经验丰富的"
via," prep.经,通过,经由"
vice,"n.恶习,恶行,坏脾气,罪恶,堕落,老虎钳,缺点,缺陷vt.钳住 prep.代替"
victim,"n.受害人,牺牲者,牺牲品"
victory,"n.胜利,战胜,克服,[罗神]胜利女神"
video,"n.电视,录象,视频"
view,"n.景色,风景,观点,见解,观察,观看,意见,认为vt.观察,观看"
viewpoint,n.观点
vinegar,n.醋
violet,n.紫罗兰adj.紫罗兰色的 Violet 维奥莱特(女子名)
violin,"n.小提琴,小提琴手"
virgin,"n.处女,(晚近用法)处男adj.处女的,童贞的,纯洁的,洁白无瑕疵的,未被玷污的,原始的,处于原耒状态的,未采伐过的森林 美国著名游戏软件公司"
visa,n.签证vt.签准 维萨信用卡
vocabulary,"n.词汇,词汇量,词表"
volcano,n.火山
vowel,n.元音adj.元音的
vulnerable,"adj.易受攻击的,易受...的攻击"
wagon,"n.四轮马车,货车v.用运货马车运输货物"
ward,"n.守卫,保卫,保护,牢房,病房,行政区,监护,锁孔vt.守护,保卫,防止,挡住,躲开,避免"
wardrobe,"n.衣柜,衣厨,衣室,衣服,行头,剧装"
warehouse,"n.仓库,货栈,大商店vt.贮入仓库,<俚>[经]以他人名义购进(股票)"
warfare,"n.战争,作战,冲突,竞争"
waterfall,"n.瀑布,瀑布似的东西"
waterproof,"adj.防水的,不透水的"
watt,
wave,"n.波,波浪,(挥手)示意,致意vi.(挥手)示意,致意,波动,飘动,摇动"
wax,"n.蜡,蜡状物,增加,月亮由亏转盈vi.变大,增大,月亮渐满vt.上蜡于"
welfare,"n.福利,安宁,幸福,福利事业,社会安全adj.福利的"
wet,"adj.湿的,潮湿的,有雨的,多雨的vt.弄湿"
whatsoever, pron.无论什么
wheel,"n.轮,车轮,轮子"
when," conj.就在那个时候,在...的时候adv.什么时候,...的时候 pron.什么时侯,那时"
whenever," conj.无论何时,随时n.只要"
where,"adv.什么地方,在哪里,...的(地方)"
whereas," conj.然而,反之,鉴于,尽管,但是"
wherever,"adv.无论那里,无论什么情况下"
whether," conj.是否,不管,无论"
which," pron.哪个,哪几个,...的,...那个adj.哪个"
worm,"n.虫,蠕虫,蚯蚓,蜗杆,螺纹,小人物;vi.蠕行,慢慢前进;vt.使蠕行,慢慢地走,给(烟草作物)除虫"
whichever," pron.无论那一个,任何一个"
while,"n.一会儿,时间 conj.当...的时候,虽然vt.消磨 prep.<古><方>直到"
whip,"n.鞭子,车夫v.鞭打,抽打,突然移动"
whirl,"v.(使)旋转,急动,急走n.旋转,—连串快速的活动"
whiskey,n.威士忌酒adj.威士忌酒的
whistle,"n.口哨,汽笛,口哨声,汽笛声v.吹口哨,鸣汽笛"
whose," pron.谁的,那(些)人的"
why,"adv.为什么,...的(理由)int.(表吃惊,满意等)哎呀!什么?"
widow,n.寡妇v.使成寡妇(或鳏夫)
will,"n.意志,决心,意向,遗嘱v.aux.将,愿意,必须"
wink,"n.眨眼,使眼色,瞬间,(星光等的)闪烁vi.眨眼,使眼色,闪烁,打信号,假装不见,终止,熄灭vt.眨(眼)"
winter,"n.冬,冬季,萧条期,衰退期adj.冬天的vt.对...进行冬天保护vi.过冬"
wipe,"v.擦,揩,擦去"
wire,"n.金属丝,电线,电报,电信,铁丝网vt.用金属丝卷起,拍电报vi.打电报adj.金属丝制的"
wit,"n.智力,才智,智慧"
witch,"n.巫婆,女巫,迷人的女子vt.施巫术,迷惑"
with," prep.有,以,用,同...,由于,和...一致,赞成,关于,就"
withdraw,"vt.收回,撤消vi.缩回,退出v.撤退"
wolf,"n.狼,残忍贪婪之人,极度的穷困vt.狼吞虎咽,大吃vi.猎狼"
wonderful,"adj.令人惊奇的,奇妙的,极好的,令人愉快的"
wood,"n.木头,木材,树木"
wooden,adj.木制的
wool,"n.羊毛,毛织品,毛线,绒线,毛料衣物"
word,"n.字,词,话,消息,诺言,命令vt.为...措辞"
work,"n.工作,劳动,操作,职业,[物]功,手工,作品,机件v.(使)工作,(使)运转,起作用,造成,产生,经营,(使)渐渐移动,煅制"
worker,n.工人
workshop,"n.车间,工场"
world,"n.世界,...界,世事,世故,社会adj.世界的"
worse,"n.(人或事)较坏者,更坏的事,更恶劣的事,败北adj.更坏的,更恶劣的adv.更坏地,更恶劣地"
worst,"adj.最坏的,最差的adv.最坏,最差"
wrap,"n.外套,围巾,包裹,秘密,约束,限制vt.包装,卷,缠绕,包,覆盖,裹,遮蔽,隐藏vi.缠绕,重叠,穿外衣,包起来"
wreath,"n.花圈,花冠,圈状物"
wreck,"n.失事船(或飞机),残骸,(船,飞机的)失事vt.破坏,拆毁"
yard,"n.院子,码"
yawn,"v.打呵欠,张开,裂开n.呵欠"
yell,"vi.大叫,忍不住笑,呼喊vt.叫着说n.叫声,喊声"
weigh,"vt.称...重量,称vi.重(若干)"
nurture,"n.养育,教育,教养,营养品vt.养育,给与营养物,教养"
young,"adj.年轻的,年纪小的,没有经验的,尚早的,初期的n.(动物的)崽,仔"
negative,"n.否定,负数,底片adj.否定的,消极的,负的,阴性的vt.否定,拒绝(接受)"
skeleton,"n.(动物之)骨架,骨骼,基干,纲要,万能钥匙"
mechanism,"n.机械装置,机构,机制"
mechanical,"adj.机械的,机械制的,机械似的,呆板的"
weak,"adj.不牢固的,弱的,虚弱的,软弱的,淡的,疲软的,无力的,不耐用的"
straight,"adj.直的,诚实的,正直的,率直的,整齐的adv.直,直接,一直"
stomach,"n.胃,胃口,胃部v.容忍"
stimulate,"vt.刺激,激励v.刺激,激励"
stall,"n.货摊,畜栏,厩,出售摊v.(使)停转,(使)停止,迟延"
stalk,"n.茎,柄,梗,秆"
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激v.鞭策,刺激,疾驰,驱策"
spring,"n.春天,跃起,泉,弹簧,发条,弹性,弹力,根源v.跳,跃,跃出,使跳跃,使爆炸,触发"
spell,"n.符咒,魅力,一段时间,轮班vt.拼写,拼成,意味着,轮值,招致,迷住vi.轮替,拼字"
sparkle,"v.发火花,(使)闪耀,(香槟酒等)发泡,用眼神表达,发光闪烁n.火花,闪光,光彩,活力,发泡"
sound,"n.声音,语音,噪音,吵闹,海峡,听力范围,探条adj.健全的,可靠的,合理的,有效彻底的,健康的adv.彻底地,充分地vi.发出声音,回响,测深,听起来vt.使发声,宣告,听诊,测...深,试探"
sort,"n.种类,类别v.分类,拣选"
solution,"n.解答,解决办法,溶解,溶液 解决方案"
soft,"adj.软的,柔软的,温和的,温柔的,不含酒精的n.软件"
society,"n.社会,...会,...社,友伴,交际,社交界,上流社会"
smooth,"adj.平滑的,平坦的,平稳的,无毛的,流畅的,圆滑的,安祥的vt.使光滑,烫平,使优雅,消除vi.变平滑,变平静n.一块平地,平滑部分"
slip,"n.滑倒,事故,片,纸片;vi.滑动,滑倒,失足,减退;vt.使滑动,滑过,摆脱,闪开,塞入;adj.滑动的,活络的,有活结的;Serial Line Interface Protocol,串行线路接口协议"
skirt,n.裙子v.环绕
side,"n.边,旁边,面,侧面,胁,一方,(一个)方面,摆架子adj.旁边的,侧面的,副的,枝节的vi.站在同一边"
set,"v.放,置,移动到,使(人或事物处于某种状态),提出,树立,规定,调整;n.一套,一副,一批,接受机,装置,趋势,布景;adj.固定的,规定的,坚决的,固执的,事先做好的;Secure Electronics Transations Protocol,安全电子商务协议"
security,n.安全
scale,"n.刻度,衡量,比例,数值范围,比例尺,天平,等级vt.依比例决定,攀登,测量vi.剥落,生水垢,重,攀登,衡量"
saving,"n.存款,挽救,救助,节约adj.搭救的,挽救的,节约的,节俭的,保留的,补偿的 prep.除...之外,考虑到"
sack,"n.大袋,大袋之量,麻布袋,短而松的袍装,布袋装,洗劫vt.解雇,装入袋,洗劫,就寝"
roll,"adj.滚动,滚转,(使)摇摆,(使)摇晃,卷起,卷拢vt.辗,轧n.(一)卷,卷形物,摇晃,摆动,名单"
resume,"n.摘要,概略,<美> 履历vt.再继续,重新开始,重新占用,再用,恢复"
respective,"adj.分别的,各自的"
resolve,"n.决心v.决心,决定,决心要,(使)分解,溶解,解决vt.解决"
religious,"adj.信奉宗教的,虔诚的,宗教上的,修道的,严谨的n.僧侣,尼姑,修道士"
voice,"n.声音,嗓音,发音能力,意见,发言权,[语法]语态vt.表达,吐露"
value,"n.价值,估价,评价,价格,[数]值,确切涵义vt.估价,评价,重视"
utter,"adj.全然的,绝对的vt.发出,做声,发表,发射,流通"
underlie,"vt.位于...之下,成为...的基础"
underline,"vt.在...下面划线,作...的衬里,加下划线,强调n.下划线"
turnover,"n.翻覆,翻折,半圆卷饼,流通量,营业额,周转adj.有一部分翻转的,可翻转的"
tune,"n.曲调,调子,和谐,合调vt.调音,调整,拨收,收听,知道或察觉他人所说的话或表现的情绪"
try,"n.尝试v.试,试图,努力,试验,磨难,考验,审问"
trip,"n.(短途)旅行,绊倒,摔倒,失足,往返,差错,支吾,旅程vt.使跌倒,使犯错,使失败,挑剔vi.轻快地走,摔倒,绊倒,失足,结巴,远足,犯错,旅行"
trigger,"vt.引发,引起,触发n.板机"
treasure,"n.财宝,财富,珍品,财产vt.珍爱,珍惜,储藏,珍藏"
tin,"n.[化]锡,马口铁,罐vt.涂锡于adj.锡制的"
tender,"adj.嫩的,温柔的,软弱的"
tell,"vt.告诉,说,吩咐,断定,知道vi.讲述,泄密,告发,表明,作证n.<方>讲的事,传闻"
tall,"adj.高的,长的,夸大的adv.<俚> 夸大地"
sweat,n.汗v.(使)出汗
sway,"v.摇摆,摇动"
weather,"n.天气,气候,气象,处境adj.迎风的,露天的vt.使受风吹雨打,侵蚀,使风化,经受住vi.风化,受侵蚀,经受风雨"
variable,"n.[数]变数,可变物,变量adj.可变的,不定的,易变的,[数]变量的"
net,"n.网,网络,网状物,净利,实价adj.净余的,纯粹的vt.用网捕,净赚,得到vi.编网 [域] Nerwork operations and service centers,网络服务商"
nurture,"n.养育,教育,教养,营养品vt.养育,给与营养物,教养"
nature,"n.自然,自然界,大自然,自然状态,本性,天性,种类"
neat,"adj.整洁的,灵巧的,优雅的,(酒)纯的,未搀水的"
odd,"adj.奇数的,单数的,单只的,不成对的,临时的,不固定的,带零头的,余的"
outline,"n.大纲,轮廓,略图,外形,要点,概要vt.描画轮廓,略述"
overlook,"vt.俯瞰,耸出,远眺,没注意到n.眺望,俯瞰中的景色"
part,"n.部分,局部,零件,角色vt.分开,分离,分配vi.分开,断裂,分手adv.部分地,有几分adj.部分的,局部的"
partial,"adj.部分的,局部的,偏袒的,偏爱的n.泛音"
approach,"n.接近,逼近,走进,方法,步骤,途径,通路vt.接近,动手处理vi.靠近"
army,"n.陆军,军队,大群,大军"
arrest,"vt.逮捕,拘留,吸引n.逮捕,拘留"
attend,"vt.出席,参加,照顾,护理,注意vi.专心,留意"
back,"adj.后面的,在后面,早过去的,前(欠)的钱adv.向后地n.背部,后面v.后退,支持"
bend,"v.弯曲,专心于,屈服n.弯曲"
better,"adj.较好的adv.更好的,更多的,更佳的"
bid,"vt.出价,投标,祝愿,命令,吩咐n.出价,投标v.支付"
box,"n.盒子,箱,包厢,岗亭,一拳v.装...入盒中,打耳光,拳击"
breed,"v.(使)繁殖,教养,抚养n.品种,种类"
brief,"n.摘要,大纲adj.简短的,短暂的vt.摘要,(军事)下达简令"
brook,n.小溪vt.容忍
bud,"n.芽,蓓蕾vi.发芽,萌芽"
buy,"v.买n.购买,买卖"
campaign,"n.[军]战役,(政治或商业性)活动,竞选运动vi.参加活动,从事活动,作战"
candle,n.蜡烛vt.对着光检查
cast,"n.投掷,铸件,脱落物,一瞥,演员表v.投,抛,投射,浇铸,计算,派(角色)"
cater,"vi.备办食物,满足(需要),投合"
charter,"vt.租,包(船、车等)n.宪章"
claim,"n.(根据权利提出)要求,要求权,主张,要求而得到的东西vt.(根据权利)要求,认领,声称,主张,需要"
clip,"n.夹子,回形针,子弹夹vt.夹住,剪短,修剪"
cock,"n.公鸡,雄鸟,头目,(水)龙头,<俚>阴茎vt.使耸立,使竖起,堆成锥形vi.大摇大摆地走,翘起"
command,"n.命令,掌握,司令部v.命令,指挥,克制,支配,博得,俯临"
constant,"n.[数、物]常数,恒量adj.不变的,持续的,坚决的"
contend,"v.斗争,竞争,主张"
cook,"n.厨师v.烹调,煮,伪造"
corner,"n.角落,(街道)拐角处,(遥远的)地区,偏僻处,困境,绝路vt.迫至一隅,垄断,使陷入绝境,把...难住vi.相交成角,囤积(in)"
dog,"n.狗,犬,类似犬的动物,卑鄙的人,小人,坏蛋vt.跟踪,尾随"
dramatic,"adj.戏剧性的,生动的"
e-mail,
employ,"vt.雇用,用,使用v.使用n.雇用"
end,"n.末端,尽头,结束,目标,限度,梢,末端,死亡v.结束,终结,终止"
even,"adj.平的,平滑的,偶数的,一致的,平静的,恰好的,平均的,连贯的adv.[加强语气]甚至(...也),连...都,即使,恰好,正当vt.使平坦,使相等vi.变平,相等n.偶数,偶校验"
excel,"v.优秀,胜过他人"
expert,"n.专家,行家,[军](特等)射手adj.老练的,内行的,专门的vt.在...中当行家,当专家"
extract,"n.精,汁,榨出物,摘录,选粹vt.拔出,榨取,开方,求根,摘录,析取,吸取"
familiar,"adj.熟悉的,常见的,听惯的,亲近的,随便的n.密友,熟客,常客"
figure,
fine,"adj.美好的,优良的,杰出的,精美的,杰出的,细,纤细,纯粹n.罚款,罚金,晴天,精细vt.罚款,精炼,澄清vi.变清,变细adv.<口>很好,妙,[常用于构成复合词]细微地,精巧地"
fix,"vt.使固定,装置,修理,准备,安装,凝视,整理,牢记vi.固定,注视,决定,选定,确定n.困境,方位,贿赂"
format,"n.开本,版式,形式,格式vt.安排...的格局(或规格),[计]格式化(磁盘)"
frame,"n.结构,体格vt.构成,设计,制定,使适合,陷害vi.<英方>有成功希望n.帧,画面,框架"
front,"n.前面,开头,前线,(政治上的)阵线,态度,外表vt.面对,朝向,对付vi.朝向"
function,"n.官能,功能,作用,职责,典礼,仪式,[数]函数vi.(器官等)活动,运行,行使职责"
fundamental,"adj.基础的,基本的n.[pl.] 基本原则,基本原理"
further,"adj.更远的,更多的,深一层的vt.促进,增进,助长adv.更进一步地,更远地,此外"
game,"n.比赛,游戏,竞赛,[复]运动会,玩耍,比分,比赛规则,策略vi.赌博adj.勇敢的,有胆量的,关于野味的,跛的"
glamour,"n.[亦作glamor] 魔力,魅力v.迷惑"
grade,"n.等级,级别vt.评分,评级v.分等级"
grant,"vt.同意,准予,承认(某事为真)～"
grasp,"vt.抓住,抓紧,掌握,领会n.抓住,抓紧,掌握,领会"
grave,"n.墓穴,坟墓adj.严重的,(颜色)黯淡的,(声音)低沉的v.雕刻,铭记"
