emperor,"n.皇帝,君主"
focus,"n.(兴趣活动等的)中心,焦点,焦距,[医]病灶,[地](地震的)震源vi.聚焦,注视vt.使集中在焦点上,定焦点,调焦,集中"
administer,"v.管理,给予,执行"
ash,"n.灰,灰烬,[植]岑树"
intensify,vt.加强vi.强化
inventory,"n.详细目录,存货,财产清册,总量"
event,"n.事件,事变,结果,活动,精力,竞赛"
crucial,adj.至关紧要的
stage,"n.舞台,戏剧,活动场所,发展的进程,阶段或时期,驿站vt.上演,筹备,举行"
aeration,n.通风
profitable,adj.有利可图的
virus,"n.[微]病毒,滤过性微生物,毒害,恶毒"
faith,"n.信任,信念,宗教信仰,忠实,保证,诺言,约定"
cafeteria,n.自助餐厅
involve,"vt.包括,笼罩,潜心于,使陷于"
dairy,"n.牛奶场,奶品场,售牛奶,奶油,鸡蛋等的商店,奶制品"
confirm,"vt.确定,批准,使巩固,使有效v.确认,(基督教中)给...行按手礼"
hinge,"n.(门、盖等的)铰链,枢纽,关键vt.装铰链v.装以绞链,依...而转移"
hurricane,"n.飓风,狂风"
subsidise,"v.消退,下沉,平息"
stain,"n.污点,瑕疵v.染污,沾污"
unload,"vi.卸货,退子弹vt.摆脱...之负担,倾销,卸"
conversion,"n.变换,转化"
irrelevant,"adj.不相关的adj.不相关的,不切题的"
thrill,v.发抖
trial,"n.试验,考验,审讯,审判"
extol,v.赞美
albeit, conj.虽然
obstacle,"n.障碍,妨害物"
meagre,"adj.瘦的,贫弱的"
precipitation,n.仓促
precarious,adj.不稳定的
autonomy,n.自治
credibility,n.可信性
onslaught,n.冲击
curtail,"vt.缩减,减少(经费等),剥夺(某人的)特权(或官衔等),简略"
correlation,"n.相互关系,相关(性)"
afflicting,痛苦的
simulation,"n.仿真,假装 模拟"
incongruous,"adj.不调和的,不适宜的"
remuneration,n.报酬
intermix,"v.(使)混和,(使)混杂"
paramount,adj.极为重要的
hypnotic,"adj.催眠的,易被催眠的n.催眠药"
suffice,"vi.足够,有能力vt.使满足"
technician,"n.技术员,技师"
apart,"adv.分离,分成零件,分别地,分离着adj.分开的"
mainstream,n.主流
flush,"n.奔流,晕红,激动,萌芽,活力旺盛,发烧,一手同花的五张牌,惊鸟;adj.挥霍的,直接的,泛滥的;adv.齐平地,直接地;vi.(脸)发红,奔涌,充沛,惊飞;vt.淹没,冲洗,使脸红,使齐平,使惊飞,使激动"
stir,"n.轰动,搅动,监牢vt.动,移动,摇动,激起,搅和,惹起vi.走动,传播,流行"
odd,"adj.奇数的,单数的,单只的,不成对的,临时的,不固定的,带零头的,余的"
inject,"vt.注射,注入"
demand,"n.要求,需求(量),需要v.要求,需要,要求知道,查询"
unsatisfactory,"adj.令人不满意的,不能解决问题的,不得人心的"
grid,"n.格子,栅格"
aeroplane,n.飞机
controversial,"adj.争论的,争议的"
wagon,"n.四轮马车,货车v.用运货马车运输货物"
reputation,"n.名誉,名声"
tag,"n.标签,鞋带、绳子等末端的金属物,垂下物,附属物,名称,标记符,陈词滥调,结束语vt.加标签于,紧随,添饰,起浑名,连接vi.紧随"
excursion,"n.远足,游览,短程旅行,远足队,离题,[物]偏移,漂移"
dizzy,"adj.(指人)晕眩的,昏乱的,(指地点,情况)使人晕眩的"
immune,adj.免疫的
carve,"v.雕刻,切开"
canoe,"n.独木舟,轻舟"
geology,"n.地质学,地质概况"
directory,"n.姓名地址录,目录"
mall,"n.购物商场,商业街,林荫路"
vital,"adj.生死攸关的,重大的,生命的,生机的,至关重要的,所必需的"
droplet,n.小滴
reveal,"vt.展现,显示,揭示,暴露"
visible,"adj.看得见的,明显的,显著的n.可见物"
conference,"n.会议,讨论会,协商会"
cholesterol,n.胆固醇
cube,"n.立方体,立方"
construct,"vt.建造,构造,创立"
calcium,n.[化]钙(元素符号Ca)
interval,"n.间隔,距离,幕间休息n.时间间隔"
advent,"n.(尤指不寻常的人或事)出现,到来 (Advent)n. 基督降临 2降临节"
aggressiveness,
category,"n.种类,别,[逻]范畴"
fault,"n.过错,缺点,故障,毛病vt.挑剔vi.弄错"
confusion,"n.混乱,混淆"
wrinkle,n.皱纹v.使皱
huddle,"v.拥挤,卷缩,草率从事,挤作一团n.杂乱的一堆,拥挤"
clash,"n.冲突,撞击声,抵触v.(使)发出撞击声,猛撞,冲突"
marble,"n.大理石,(玩具)弹球.石弹子,雕刻品;adj.大理石的,冷酷无情的,坚硬的"
booth,"n.货摊,售货亭,棚"
imitation,"n.模仿,效法,冒充,赝品,仿造物"
exceed,"vt.超越,胜过vi.超过其他"
cohesion,"n.结合,凝聚,[物理]内聚力"
astound,"vt.使惊骇,使大吃一惊"
absorb,"vt.吸收,吸引"
livestock,"n.家畜,牲畜"
decrease,"n.减少,减少之量v.减少"
moral,"adj.道德(上)的,精神的n.道德"
weigh,"vt.称...重量,称vi.重(若干)"
ceramic,adj.陶器的n.陶瓷制品
acquisition,"n.获得,获得物"
character,"n.(事物的)特性,性质,特征(的总和),(人的)品质,字符,性格,特征,人物vt.写,刻,印,使具有特征"
arrange,"v.安排,排列,协商"
conservation,"n.保存,保持,守恒"
earthworm,n.蚯蚓
entice,"v.诱惑,诱使"
manipulative,"adj.操作的,操纵的,控制的"
memorise,v.<主英> =memorize
retrenchment,"n.节省,删除"
motivational,"adj.动机的,有关动机的"
reinforcement,"n.增援,加强,加固,援军"
intervention,n.干涉
infirmity,"n.虚弱,衰弱,缺点"
glossy,"adj.平滑的,有光泽的"
escalate,"vi.逐步升高,逐步增强vt.使逐步上升"
extravagance,"n.奢侈,铺张,过度,放纵的言行"
victimise,
evaluation,"n.估价,评价,赋值"
maternal,"adj.母亲的,似母亲的,母性的"
crusade,"n.十字军东侵,宗教战争,改革运动vi.加入十字军,投身正义运动"
recalcitrant,"adj.反抗的,反对的,顽抗的n.反抗的人,顽抗者"
mortality,n.死亡率
taunt,"n.辱骂,嘲弄vt.嘲弄,奚落adj.[海](桅杆)很高的"
disseminate,v.散布
sanction,"n.批准,同意,支持,制裁,认可v.批准,同意,支持,鼓励,认可"
frustration,"n.挫败,挫折,受挫"
invert,"adj.转化的vt.使颠倒,使转化n.颠倒的事物"
recipe,n.处方
condense,"v.(使)浓缩,精简"
unfortunately,adv.不幸地
gather,"n.集合,聚集vi.集合,聚集,渐增,蹙眉,化脓vt.使聚集,搜集,积聚,推断"
Cantonese,
advertise,"v.做广告,登广告"
utility,"n.效用,有用"
exhibit,"vt.展出,陈列n.展览品,陈列品,展品v.展示"
irrevocable,adj.不能取消的
shelter,"n.掩蔽处,身避处,掩蔽,保护,庇护所,掩体v.掩蔽,躲避"
stock,"n.树干,库存,股票,股份,托盘,祖先,血统,原料adj.股票的,普通的,常备的,存货的,繁殖用的vt.装把手于,进货,备有,放牧vi.出新芽,采购"
devise,"vt.设计,发明,图谋,作出(计划),想出(办法),遗赠给n.遗赠"
career,"n.(原意:道路,轨道)事业,生涯,速度"
humidity,"n.湿气,潮湿,湿度<美>沼泽中的肥沃高地"
hollow,"n.洞,窟窿,山谷adj.空的,虚伪的,空腹的,凹的adv.<口>彻底vi.形成空洞vt.挖空,弄凹"
statistic,"n.统计量adj.统计的,统计学的"
bark,"n.树皮,吠声v.吠,咆哮,剥树皮"
burrow,n.洞穴v.挖地洞
equivalent,"adj.相等的,相当的,同意义的n.等价物,相等物"
fatigue,"n.疲乏,疲劳,累活,[军]杂役vt.使疲劳,使心智衰弱vi.疲劳"
bibliography,"n.(有关一个题目或一个人的)书目,参考书目"
probable,"adj.很可能的,大概的"
fortnight,n.两星期
treadmill,"n.踏车,单调的工作"
flavour,"n.滋味,香味"
asymmetry,n.不对称
lethal,adj.致命的n.致死因子
stare,"v.(～ at) 凝视,盯着看"
bungalow,n.(带走廊的)平房
colony,"n.殖民地,侨民,(聚居的)一群同业,一批同行,(生物)群体"
stab,"n.刺,刺伤的伤口,一阵突然而强烈的感觉,中伤,伤痛v.剌,刺伤,伤害(感情等)"
fingerprint,"n.指纹,手印vt.采指纹"
enthusiasm,"n.狂热,热心,积极性,激发热情的事物"
briefly,"adv.暂时地,简要地"
flint,"n.打火石,极硬的东西,燧石"
commodity,n.日用品
mixture,"n.混合,混合物,混合剂"
tendency,"n.趋向,倾向"
lane,"n.(乡间)小路,巷,里弄,狭窄的通道,航线"
assess,"vt.估定,评定"
inductive,"adj.诱导的,感应的"
session,"n.会议,开庭"
constrain,"vt.强迫,抑制,拘束"
negative,"n.否定,负数,底片adj.否定的,消极的,负的,阴性的vt.否定,拒绝(接受)"
unwrap,"vt.打开,解开,展开"
punctual,"adj.严守时刻的,准时的"
intake,"n.(水管、煤气管等的)入口,进口,通风口,(在一定期间的)引入的量"
penetration,"n.穿过,渗透,突破"
municipal,"adj.市政的,市立的,地方性的,地方自治的"
deficit,"n.赤字,不足额"
triumphant,"adj.胜利的,成功的,狂欢的,洋洋得意的"
plagiarise,v.<主英>=plagiarize
reptile,"n.爬虫动物,卑鄙的人adj.爬行的,爬虫类的,卑鄙的"
circumscribe,"vt.在...周围画线,限制"
patronage,"n.保护人的身份,保护,赞助,光顾"
analogy,"n.类似,类推"
precedent,n.先例
obscurity,"n.阴暗,朦胧,偏僻,含糊,隐匿,晦涩,身份低微"
ascertain,"vt.确定,探知"
esteem,"vt.把...看作,尊敬,尊重,认为n.尊敬,尊重"
legitimacy,"n.合法(性),正统(性),正确(性),合理(性)"
discrepancy,"n.相差,差异,矛盾"
benevolent,adj.慈善的
malevolent,
downsize,"vt.以较小尺寸设计(或制造),缩小(汽车等)的外部尺寸"
lunar,"adj.月的,月亮的"
complicated,"adj.复杂的,难解的"
handle,"n.柄,把手,把柄,口实,手感vt.触摸,运用,买卖,处理,操作vi.搬运,易于操纵n.[计]句柄"
innovation,"n.改革,创新"
glitter,"vi.闪闪发光,闪烁,闪光n.闪光"
feedback,"n.[无]回授,反馈,反应"
subsequent,"adj.后来的,并发的"
shark,"n.[鱼]鲨鱼,骗子<俚>内行,专家v.敲诈"
council,"n.政务会,理事会,委员会,参议会,讨论会议,顾问班子,立法班子"
venomous,"adj.有毒的,分泌毒液的,有毒腺的,恶意的,狠毒的"
intellectual,"adj.智力的,有智力的,显示智力的n.知识分子"
strain,"n.过度的疲劳,紧张,张力,应变vt.扭伤,损伤v.拉紧,扯紧,(使)紧张,尽力"
champion,"n.冠军,拥护者,战士vt.拥护,支持"
leukaemia,n.[医] 白血病
terminology,n.术语学
centennial,n.百年纪念adj.一百年的
Mediterranean,
outdo,v.胜过
discipline,"n.纪律,学科v.训练"
consequent,"adj.作为结果的,随之发生的"
fulfil,"vt.实践,履行,实行,结束,满足,完成,达到"
element,"n.要素,元素,成分,元件,自然环境"
segment,"n.段,节,片断v.分割"
orchestra,"n.管弦乐队,乐队演奏处"
muscle,"n.肌肉,臂力,(可供食用的)瘦肉,[解]肌"
function,"n.官能,功能,作用,职责,典礼,仪式,[数]函数vi.(器官等)活动,运行,行使职责"
metaphor,"n.[修辞]隐喻,暗喻,比喻说话"
delegate,n.代表vt.委派...为代表
fragile,"adj.易碎的,脆的"
radiate,"vt.放射,辐射,传播,广播vi.发光,辐射,流露adj.有射线的,辐射状的"
situated,"adj.位于,被置于境遇,处于...的立场"
invader,n.侵略者
complete,"adj.全部的,完全的,完成的vt.完成,使完善"
kit,"n.成套工具,用具包,工具箱,成套用具"
generate,"vt.产生,发生"
remote,"adj.遥远的,偏僻的,细微的"
stove,n.炉
avoid,"vt.避免,消除"
dismiss,"vt.解散,下课,开除,解职,使(或让)离开vi.解散"
bucket,"n.桶,一桶的量,[桶壮物]铲斗"
owl,"n.[动]猫头鹰,枭,惯于晚上活动的人 Object Window Library,Borland C++ 的类库"
absenteeism,"n.旷课,旷工"
apparent,"adj.显然的,外观上的"
succumb,"vi.屈服,屈从,死"
stretch,"v.伸展,伸长n.一段时间,一段路程,伸展"
minister,"n.部长,大臣"
combustion,n.燃烧
veterinary,"n.兽医adj.医牲畜的,兽医的"
plausible,adj.似是而非的
elucidate,"vt.阐明,说明"
transient,"adj.短暂的,瞬时的n.瞬时现象"
sanitation,"n.卫生,卫生设施"
distortion,"n.扭曲,变形,曲解,失真"
altruistic,
climatic,adj.气候上的
pragmatic,"adj.国事的,团体事务的,实际的,注重实效的"
dwindle,v.缩小
disdain,"n.轻蔑,以高傲的态度对待vt.蔑视,鄙弃"
constituent,"n.选举者,委托人,要素adj.有选举权的,组成的"
impetus,"n.推动力,促进"
malleable,"adj.有延展性的,可锻的"
renaissance,"n.复兴,复活,新生,文艺复兴,文艺复兴时期"
incongruity,"n.不调和的,不适宜的"
instinctual,adj.=instinctive
pedigree,"n.血统,家谱"
scuffle,v.混战n.混战
treatise,"n.论文,论述"
hypothetical,"adj.假设的,假定的,爱猜想的"
smother,v.窒息
excess,"n.过度,剩于,无节制,超过,超额adj.过度的,额外的"
spine,"n.脊骨,书脊,地面隆起地带,中心,剌"
stress,"n.重压,逼迫,压力,重点,着重,强调,重音vt.着重,强调,重读"
smooth,"adj.平滑的,平坦的,平稳的,无毛的,流畅的,圆滑的,安祥的vt.使光滑,烫平,使优雅,消除vi.变平滑,变平静n.一块平地,平滑部分"
incur,v.招致
missile,"n.导弹,发射物"
compulsively,"adv.强制地,禁不住地"
wrap,"n.外套,围巾,包裹,秘密,约束,限制vt.包装,卷,缠绕,包,覆盖,裹,遮蔽,隐藏vi.缠绕,重叠,穿外衣,包起来"
confine,"vt.限制,禁闭n.界限,边界"
limitation,"n.限制,局限性"
chain,"n.链(条),[常 pl.] 镣铐,一连串,一系列vt.用链条拴住"
sip,
tedious,"adj.单调乏味的,沉闷的,冗长乏味的"
pathology,n.病理学
setting,"n.安置,安装,(太阳)落山,(固定东西的)框架,底座"
mood,"n.心情,情绪,语气,状态"
extinct,"adj.熄灭的,灭绝的,耗尽的vt.<古>使熄灭"
aridity,"n.干旱,乏味"
vision,"n.视力,视觉,先见之明,眼力,想象力,幻想,幻影,景象vt.梦见,想象,显示"
sausage,"n.香肠,腊肠"
organism,"n.生物体,有机体"
surveillance,"n.监视,监督"
senior,"adj.年长的,资格较老的,地位较高的,高级的"
vague,"adj.含糊的,不清楚的,茫然的,暧昧的"
translate,"vt.翻译,解释,转化,转变为,调动vi.翻译,能被译出"
poverty,"n.贫穷,贫困,贫乏,缺少"
breakwater,"n.防浪堤,挡浪板,挡水板"
modify,"vt.更改,修改v.修改"
clockwise,adj.顺时针方向的adv.顺时针方向地
isolate,"vt.使隔离,使孤立,使绝缘,离析n.隔离种群"
highlight,"n.加亮区,精彩场面,最显著(重要)部分vt.加亮,使显著,以强光照射,突出"
moist,adj.潮湿的n.潮湿
threaten,"vt.恐吓,威胁,预示(危险),似有发生或来临的可能,可能来临"
underling,"n.部下,下僚,下属,走卒"
medium,"n.媒体,方法,媒介adj.中间的,中等的,半生熟的"
detail,"n.细节,详情vt.详述,细说"
compile,"vt.编译,编辑,汇编"
induction,"n.感应,感应现象,归纳"
link,"n.链环,连结物,火把,链接vt.连结,联合,挽vi.连接起来"
foreland,"n.低岬,角,前沿地,前陆(与内地相对而言)"
unemployment,"n.失业,失业人数"
option,"n.选项,选择权,[经]买卖的特权"
bay,"n.海湾,狗吠声,绝路vt.吠,使走投无路vi.吠"
slogan,"n.口号,标语"
instinct,n.本能
marsh,"n.湿地,沼泽,沼泽地"
mental,"adj.精神的,智力的"
hospitality,"n.好客,宜人,盛情"
origin,"n.起源,由来,起因,出身,血统,[数]原点"
array,"n.排列,编队,军队,衣服,大批;vt.部署,穿着,排列"
remain,"vi.保持,逗留,剩余,残存"
comprehension,"n.理解,包含"
journal,"n.定期刊物,杂志,航海日记,分类账"
notorious,adj.声名狼籍的
cash,n.现金vt.兑现
valid,"adj.[律]有效的,有根据的,正当的,正确的"
enrich,"vt.使富足,使肥沃,装饰,加料于,浓缩"
tab,"n.制表,标号,TAB键,标签,制表符,小报,帐单,短小突出部vt.在...饰以小垂片,认出vi.<俚>行走"
equation,"n.相等,平衡,综合体,因素,方程式,等式,"
miracle,"n.奇迹,奇事"
worthy,"n.杰出人物,知名人士adj.有价值的,应...的,可敬的,值得的,相称的"
irrigation,"n.灌溉,冲洗"
chief,"n.首领,领袖,酋长,长官,主要部分,最有价值的部分adj.主要的,首要的,首席的,主任的"
remedy,"n.药物,治疗法,补救,赔偿vt.治疗,补救,矫正,修缮,修补"
accelerate,"v.加速,促进"
thoughtful,"adj.深思的,有思想性的,体贴的,关切的"
brunt," n冲击,冲势"
prominence,"n.突出,显著,突出物"
compass,"n.罗盘,指南针,[pl.] 圆规v.包围"
inaugurate,"vt.举行就职典礼,创新,开辟,举行开幕(落成、成立)典礼."
suppress,"vt.镇压,抑制,查禁,使止住"
perpetuate,"vt.使永存,使不朽"
configuration,"n.构造,结构,配置,外形"
replenish,v.补充
encompass,"v.包围,环绕,包含或包括某事物"
camouflage,v.伪装n.伪装
encapsulate,"vt.装入胶囊,压缩vi.形成胶囊"
reinvigorate,"vt.使再振作,使复兴"
repatriate,v.遣返
tensile,"adj.可拉长的,可伸长的,[物]张力的,拉力的"
solidify,"v.(使)凝固,(使)团结,巩固"
propagate,"v.繁殖,传播,宣传"
germinate,"v.发芽,发育,使生长"
unbeatable,"adj.无敌的,无与伦比的"
accredit,"vt.信任,授权,归于"
disorientate,"vt.使失去方向感,使迷惑"
slumber,n.睡眠v.睡眠
sufficient,"adj.充分的,足够的"
antiquity,"n.古代,古老,古代的遗物"
pretend,"vt.假装,装扮,(作为藉口或理由)伪称"
dominant,"adj.有统治权的,占优势的,支配的adj.[生物] 显性的"
privacy,"n.独处而不受干扰,秘密"
pilot,"n.飞行员,领航员,引水员vt.驾驶(飞机等),领航,引水v.驾驶"
advance,"n.前进,提升,预付款v.前进,提前,预付adj.前面的,预先的 预付(款项)"
efficiency,"n.效率,功效"
drainage,"n.排水,排泄,排水装置,排水区域,排出物,消耗"
credible,"adj.可信的,可靠的"
elaborate,"adj.精心制作的,详细阐述的,精细vt.精心制作,详细阐述v.详细描述"
consult,"v.商量,商议,请教,参考,考虑"
fare,"n.费用,旅客,食物vi.遭遇,进展,进步,经营,过活"
foundation,"n.基础,根本,建立,创立,地基,基金,基金会"
principal,"n.负责人,首长,校长,主犯,本金adj.主要的,首要的"
collection,"n.收藏,征收,搜集品,捐款"
comparatively,"adv.比较地,相当地"
victim,"n.受害人,牺牲者,牺牲品"
aisle,"n.走廊,过道"
lime,"n.酸橙,石灰,黏鸟胶"
scan,"v.细看,审视,浏览,扫描n.扫描"
sculpture,"n.雕刻,雕刻品,雕塑,雕塑品,[地理] 刻蚀v.雕刻,雕塑,刻蚀"
rigorous,"adj.严格的,严厉的,严酷的,严峻的"
fragment,"n.碎片,断片,片段"
audio,"adj.音频的,声频的,声音的"
landmark,"n.(航海)陆标,地界标,里程碑,划时代的事,"
biography,n.传记
dubious,"adj.可疑的,不确定的"
boulder,"n.大石头,漂石"
